recipe,type
"8 chicken thighs, bone in 2–3 tbsp sunflower oil 2½ tsp cumin seeds 2 tsp black mustard seeds 6 garlic cloves, finely chopped 4cm/1½in fresh root ginger, finely grated 3 large onions, roughly chopped  2–3 tsp ground turmeric 2 tsp freshly chopped green bird’s-eye chillies (or to taste)  400g tin chopped tomatoes 2 tsp garam masala salt fresh coriander, to garnish  ",indian
"4 floury potatoes, left whole 1 tbsp vegetable oil 100g/3½oz urid dal 1 tsp black mustard seeds 8–10 curry leaves pinch ground turmeric 1 tbsp finely grated fresh root ginger 2 garlic cloves, crushed 1 green chilli, finely chopped pinch salt squeeze lemon juice 100g/3½ gram flour (chickpea flour) pinch salt ¼ tsp ground turmeric 1 tsp baking powder  ½ tsp chilli powder sunflower oil, for deep frying 50g/1¾oz tamarind purée 1 tsp ground cumin, roasted ½ tsp hot red chilli powder pinch ground ginger  pinch salt 4–5 tbsp jaggery ",indian
"1 tbsp olive oil  1 onion, chopped  3 garlic cloves, chopped  ½ tbsp cumin seeds  1 red chilli, seeds removed, finely chopped 250g/9oz beef mince  25g/1oz butter  200g/7oz white rice  1 litre/1¾ pint chicken or beef stock, made from a cube  300g/10½oz frozen peas salt and pepper ",indian
"1kg/2lb 4oz beef mince (10% fat) 2 tbsp vegetable oil 2 onions, finely chopped 2 carrots, peeled and finely chopped 4 garlic cloves, finely chopped 5cm/2in piece fresh root ginger, finely grated 200g/7ozm madras curry paste 1 tsp hot chilli powder (optional) 500g/1lb 2oz basmati rice 1.5 litres/2½ pints beef stock 200g/7oz courgettes, finely chopped 200g/7oz green beans, cut into 2.5cm/1in lengths 200g/7oz cauliflower, cut into very small florets 200g/7oz broccoli, cut into very small florets 200g/7oz frozen peas handful coriander leaves, roughly chopped 400g/14oz Greek-style yoghurt (0% fat) 1 tsp cumin seeds, toasted and ground 1 cucumber, grated handful finely chopped mint salt ",indian
"1½ tsp ground coriander                  1½ tsp ground cumin  ¼ tsp groud turmeric ½ tsp lime juice 200g-250g/7-9oz fillet steak, finely sliced into 0.25cm strips 3 tbsp sunflower or rapeseed oil 15-20g/½oz-¾oz fresh root ginger, grated         15-20g/½oz-¾oz garlic, finely chopped   1 onion, finely sliced              ½ green pepper, stalk and seeds removed, finely sliced ½ red pepper, stalk and seeds removed, finely sliced 3-4 spring onions, trimmed, finely sliced 55g/2oz plum tomatoes, seeds removed, flesh sliced into thin strips     1-2 green chillies, stalk removed, sliced 1 tsp chilli powder, or to taste salt, to taste  2 tbsp chopped fresh coriander 2-3 tbsp sunflower oil  1 level tsp mustard seeds ½ tsp cumin seeds 15-20 fresh curry leaves, shredded large pinch asafoetida (hing) 2 green chillies, stalks removed, finely chopped     1 tsp finely chopped fresh root ginger  1 small tomato, skin and seeds removed, diced ½ tsp lime juice 500g/1lb 2oz low-fat Greek-style yoghurt  1 tsp chopped fresh coriander leaves 400g-500g/14oz-1lb 2oz basmati rice, cooked according to packet instructions with 1 tsp of salt, cooled to room temperature 2 tsp salt, or to taste ",indian
"12–15 fresh or dried curry leaves 500g/1lb 2oz onions, roughly chopped 2 tbsp rapeseed oil  200g/7oz thick natural yoghurt  3 tbsp tomato purée  2 x 5cm/2in fresh root ginger, peeled and finely chopped                                                        4–6 garlic cloves, finely chopped 1 heaped tsp ground cumin  2 heaped tsp ground coriander  1 heaped tbsp chilli powder  1 tsp ground turmeric  500g/1lb 2oz beef rump steak, cut into 2.5cm/1in cubes, rinsed 4–5 butternut berries or pitted plums 400ml/16fl oz tin coconut milk  1 tsp garam masala (optional) 2–3 green finger chillies, split into four lengthways,       salt and freshly ground black pepper 1 tsp rapeseed oil or ghee         3cm/1in cinnamon stick                              2–3 cardamom pods, lightly crushed                                             2–3 cloves  1 tsp cumin seeds 1 small onion, thinly sliced 500g/1lb 2oz basmati or long-grain rice 1 litre/1¾ pints boiling water ",indian
"1 tsp cumin seeds 1 tsp coriander seeds 1 tsp fennel seeds 1 tsp fenugreek seeds 2 cardamom pods, lightly crushed 1 tbsp vegetable oil 500g/1lb 2oz cubed fillet steak 2 onions, sliced 2 garlic cloves, finely chopped 2 small red bird's-eye chillies, finely chopped  1 x 400g/14oz can chopped tomatoes 1 tbsp grated fresh ginger 1 tbsp turmeric 250ml/10½fl oz beef stock 1 x pack thick rice noodles, broken into 7cm/3in pieces basmati rice, cooked according to packet instructions lime wedges ",indian
"340g/12oz small floury potatoes, unpeeled 2 tbsp olive or rapeseed oil ½ tsp whole cumin seeds 1 medium onion, cut into 7mm/⅓in cubes 2-3 fresh, hot green chillies (such as bird’s-eye chillies), chopped 340g/12oz leftover roast beef, 7mm/⅓in cubes 1 tsp salt  freshly ground black pepper 3 tbsp olive or rapeseed oil ⅛ tsp ground asafoetida ¼ tsp whole cumin seeds ¼ tsp whole mustard seeds 400g/14oz trimmed broccoli florets ½ tsp salt ¼ tsp cayenne pepper 3 tbsp olive oil generous pinch ground asafoetida ½ tsp whole brown or yellow mustard seeds 560g/1¼lb peeled and de-seeded butternut squash, cut into 2.5cm/1in pieces ¾-1 tsp salt 1½ tsp caster sugar ⅛-¼ tsp cayenne pepper 1 tbsp plain yoghurt 2 tbsp chopped fresh coriander ",indian
"2 tbsp groundnut oil			  2 green cardamoms (or black if you can get them) 5cm/2in length cassia bark or cinnamon stick		 1 medium onion, peeled and sliced			  255g/9oz rib-eye steak, trimmed and cut into thin strips  1 green chilli, chopped 2 garlic cloves, peeled and sliced ¼ tsp turmeric ¼ tsp salt ½ tsp ground cumin ½ tsp ground coriander 2 tsp tomato purée ½ tsp peeled and grated root ginger pinch of garam masala 30g/1oz fresh coriander leaves, washed and chopped, to garnish ",indian
"1.2 litres/2 pints water 250g/9oz chana dal, thoroughly cleaned ½ tsp ground turmeric  1 heaped tsp ground coriander  1 tsp garam masala  salt, to taste 2-3 tsp sugar 2 tbsp oil, unsalted butter or ghee 5 green cardamom pods, lightly crushed 1 tsp cumin seeds 5 cloves 1 small cinnamon stick  ½ tsp brown mustard seeds 1-2 dried red chillies 2 dried bay leaves 3 heaped tbsp flaked or desiccated coconut or ¼ small fresh coconut, flesh chopped into small cubes ",indian
"3 tbsp vegetable oil large pinch ground asafoetida 1 bay leaf ½ tsp panch phoran (a blend of equal quantities of fenugreek, nigella seeds, fennel seeds, cumin and mustard seeds), available from Asian supermarkets, also known as Bengali five-spice  1-2 mild dried red chillies 1 small onion, chopped ½ tsp ground turmeric 2 level tsp ground cumin 1 heaped tsp ground coriander 2 tsp ginger paste (available from Asian supermarkets, or make your own by crushing or blending fresh ginger to a rough paste, adding water if necessary to loosen) 500g/1lb 2oz butternut squash, peeled, seeds removed, flesh cut into 4cm/1½in cubes 200ml/7fl oz boiling water 200g/7oz canned chickpeas, drained and washed 1 tsp ground garam masala 1 tsp ground fennel seeds salt, to taste sugar, to taste ",indian
"2 sea bass or sea bream fillets (each around 200g/7oz), scales removed but skin on 1 tsp flaked sea salt, plus extra to season ¼ tsp cayenne pepper 2½ tsp English mustard powder freshly ground black pepper 4 tbsp sunflower oil 1 heaped tsp yellow mustard seeds ¾ tsp black mustard seeds ¾ tsp cumin seeds 1 medium onion, finely sliced 2 long green chillies,  stalk trimmed and cut in half without deseeding 1 bay leaf ½ tsp ground turmeric ½ tsp garam masala 150g/5½oz ripe tomatoes, roughly chopped 150g/5½oz rice, cooked according to packet instructions ",indian
"400g/14oz small Japanese-style aubergines, thinly sliced into rounds  good pinch ground turmeric salt, to taste ½ tsp red chilli powder 2 tbsp vegetable oil 250ml/9fl oz plain yoghurt 1-1½ tsp sugar 1 rounded tsp cumin seeds, toasted in a frying pan and ground in a clean coffee grinder or pestle and mortar handful fresh coriander leaves, chopped, to garnish ",indian
"150g/5oz urid dal 50g/2oz mung beans 480ml/17fl oz water 3 tbsp olive oil 1 large onion, finely chopped 4 cloves garlic, finely chopped 2 green chillies, finely chopped ¼ tsp ground turmeric  ½ tsp ground cumin ½ cinnamon stick, broken into pieces 4 cloves salt and freshly ground black pepper  1 large tomato, chopped 1 tsp caster sugar squeeze lemon juice small handful fresh chopped coriander ",indian
"3 tbsp vegetable oil 1 tsp peeled and finely grated root ginger 2 garlic cloves, crushed ¼ tsp salt 1 tsp coarsely ground black pepper 1 tsp ground white pepper 6 chicken breasts, boneless and skinless, cut into bite-sized pieces 1 medium onion, finely chopped 2 fresh green chillies, slit lengthways 1 tsp lemon juice 30g/1oz coriander leaves, chopped 2 tbsp vegetable or groundnut oil 1 large Spanish onion, finely chopped 2 green finger chillies, finely chopped 2 garlic cloves, finely chopped 300g/10½oz white potatoes, peeled and cut into 2cm (¾in) cubes 200g/7oz cauliflower florets, cut into 4cm (1¾in) pieces 1 tsp turmeric ¼ tsp ground cumin ¼ tsp ground coriander ½ tsp salt ¼ tsp garam masala 1 tbsp butter or ghee 1 tsp peeled and finely grated root ginger ",indian
"4 tbsp oil ¼ tsp mustard seeds 2 pinches of chilli powder ¼ tsp turmeric powder 350g/12oz potatoes, boiled and quartered salt to taste ",indian
"1 tbsp coconut or vegetable oil 2 cloves 10 Tellicherry or ordinary black peppercorns 2.5cm/1in cassia bark (available in Asian stores and some supermarkets) 12 curry leaves 1 tsp freshly grated root ginger 1 medium onion, diced 50g/2oz plain flour salt and freshly ground black pepper, to taste  500g/1lb 2oz chicken thighs, boneless and diced 8-12 baby carrots, peeled, blanched and chopped  16-20 silverskin onions 15 green beans, chopped and blanched 1 tsp ground turmeric  ½ tsp ground coriander  2 tbsp seasoned flour 400ml/14fl oz coconut milk 110g/4oz ready made puff pastry sheet 1 free-range egg, beaten, to brush the pastry 1 tsp coriander seeds ½ tsp cumin seeds 1 tsp fennel seeds 1 tsp black sesame seeds ",indian
"1 small Savoy cabbage, finely shredded 2 tbsp groundnut or corn oil ¼ tsp black mustard seeds pinch fenugreek seeds 12 fresh curry leaves 1 dried red chilli, broken, seeds removed 2 small onions, sliced 2cm/¾in fresh ginger, finely shredded ¾ tsp turmeric powder pinch chilli powder 1 tomato, diced ",indian
"½ tsp cornflour 2 tbsp milk 200ml/7¼ fl oz evaporated milk 200ml/7¼ fl oz condensed milk 200g/7¼oz thick double cream seeds of 2-3 cardamom pods, crushed ",indian
"150g/5½oz carrots, grated 150g/5½oz parsnips, grated 120g/4½oz gram flour 1 tsp ground cumin 1 tsp curry powder 1 tsp ground coriander 1 tsp salt 2 free-range eggs, beaten 1.5–2 litres/2¾–3½ pints oil, for frying large handful fresh coriander (approx. 50g/1¾oz) 3 fresh green chillies 3 tbsp lemon juice 1 tsp olive oil  ½ tsp salt 1 tsp caster sugar ",indian
"oil for deep-frying  225g/8oz chickpea flour  pinch salt 1 tsp ground cumin  1 tsp fennel seeds  1 tsp finely chopped red chilli  1 medium-sized cauliflower (approx 450g/1lb) broken into florets and roughly chopped  350ml/12fl oz almond milk  10g/1/3oz piece fresh turmeric 2 x 400ml tins coconut milk 50ml/2fl oz vegetable stock dash chilli oil  dash coriander oil  1 red chilli, finely sliced 2 tbsp roughly chopped coriander ",indian
"4 tbsp cumin seeds 2 tbsp coriander seeds 10 green cardamom pods, bruised 4 black cardamom pods, bruised 8 cloves ½ tsp nutmeg powder 4 blades of mace 1 tbsp black pepper 2 star anise 4 bay leaves 1 dried red chilli  150g/5½oz dry chickpeas, soaked in water overnight 1 bay leaf 1 black cardamom pod 1 clove 1 tsp salt 100ml/3½fl oz vegetable 6 cloves 2 bay leaves 3 black cardamom pods 200g/7oz onions, sliced 15g ginger-garlic paste 1 tbsp coriander powder 1 tsp mild red chilli powder 1 tsp cumin powder 1 tsp salt 200g/7oz tomatoes, chopped 2 tbsp coriander leaves, chopped ½ tsp Punjabi garam masala 4 x 100g/3½oz lamb rump steaks  1½ tbsp Punjabi garam masala  salt, to taste 1 red onion, sliced 100g/3½oz baby plum tomatoes, sliced ¼ cucumber, sliced  2 tbsp chopped fresh coriander leaves 1 lime, juice only ",indian
"1 tbsp vegetable or olive oil  1 onion, finely chopped 1 tbsp garam masala  4 garlic cloves, crushed  5cm/2in piece fresh root ginger, peeled and grated  2 red finger chillies, very finely chopped  20g/¾oz fresh coriander, finely chopped, reserving a few leaves for garnish 400g tin chickpeas, drained 2 x 400g tin chopped tomatoes 1–3 tsp caster sugar, to taste (optional) pinch salt, to taste 1–2 tbsp lemon juice, to taste ",indian
"150g/5½oz dried green marrow peas, soaked overnight and rinsed 150g/5½oz split yellow peas, soaked for 3–4 hours and rinsed ½ tsp ground turmeric  150g/5½oz unsalted butter  2 tbsp oil or ghee 2 tsp cumin seeds  3 green chillies, roughly chopped 4 garlic cloves, sliced handful curry leaves pinch salt  2 tbsp fresh coriander, finely chopped 300g/10½oz plain flour  30g/1oz wholemeal flour 150g/5½oz fine semolina  1 tsp ajwain seeds  1 tsp cumin seeds, crushed 1 tsp black peppercorns, crushed  1 tsp salt  vegetable oil, for deep-frying ",indian
"450g/1 lb chapati flour or wholemeal plain flour 1 tsp salt 250ml/9 fl oz cold water butter for spreading, optional ",indian
"225g/8oz Charentais melon flesh, skin removed, chopped 225ml/8fl oz fresh or canned coconut milk  2 tbsp sugar, or to taste  1 pomegranate, fleshy seeds only 2 handfuls crushed ice  1 handful flaked almonds, lightly toasted in the oven until just golden ",indian
"1 tbsp vegetable oil 2 tbsp Madras curry paste 2 mackerel, cut across into 4-5 steaks small bunch coriander, stalks chopped, leaves to sprinkle 1 medium red onion, chopped 2 limes, zest and juice only ½ can coconut milk rice, boiled, to serve ",indian
"250ml/9fl oz natural yogurt 6 garlic cloves, finely crushed 6cm/2½in (30g/1oz) piece ginger, finely grated 3 green chillies, finely chopped, with seeds 1 tsp Kashmiri chilli powder 1 tsp ground coriander ½ tsp ground turmeric 500g/1lb 2oz skinless, boneless chicken thighs, cut in half 300ml/10fl oz vegetable oil 3 medium onions, thinly sliced 10 whole cloves 6cm/2½in piece cinnamon stick 5 green cardamom pods, bruised with a rolling pin 2 Indian bay leaves 1 tsp cumin seeds 2 medium tomatoes, chopped 1 tsp salt 600g/1lb 5oz basmati rice, soaked in cold water for an hour 1 tsp salt per 1 litre/1¾ pint of cooking water 100g/3½fl oz ghee pinch saffron soaked in 4 tbsp warm milk for 15 minutes 2 tsp rosewater 20g/½oz cashew nuts and 20g/½oz shelled pistachios, dry-roasted in a hot pan until golden-brown raita, to serve ",indian
"225g/½lb sliced chicken breast 1 tbsp vegetable oil 1 tbsp olive oil 1 tsp garam masala 6 tbsp natural yoghurt 1 lemon, juiced 2 garlic cloves, finely chopped  ½ tsp turmeric 1 tbsp paprika 3 cardamoms, crushed with husk removed ½ tbsp salt 1 tbsp ground chilli 1 tbsp cumin handful of fresh coriander 2 cups basmati rice, washed well 1 onion, chopped 1 clove of garlic, chopped ½ cinnamon stick 2 cardamom pods 1 tbsp fennel seeds 1 tbsp vegetable oil ",indian
"200g/7oz chicken thigh fillets, cut into bite-sized pieces 2 tbsp tikka curry paste  1½ tbsp olive oil  1 small onion, diced  2 garlic cloves, crushed 1 red pepper, deseeded and diced  1 green pepper, deseeded and diced  150g/50oz broccoli, roughly chopped  4 spring onions, roughly chopped  30g/1oz cashew nuts  225g/8oz cooked basmati rice  salt and freshly ground black pepper ",indian
"3 tbsp desiccated coconut 200g/7oz basmati rice 40g/1¾oz butter 1 tbsp vegetable oil 1 onion, finely sliced 50g/2oz medium-strength curry paste 4 small chicken breasts, skinned and cut into 2cm/1in slices 200g/7oz canned tomatoes 300ml/10½fl oz coconut milk 2 tbsp chopped fresh coriander leaves 2 tbsp chopped fresh mint leaves 1 lime, juice only salt and freshly ground black pepper ",indian
"low-calorie cooking spray 2 onions, finely chopped 6-8 chicken thighs, boned, skinned and all visible fat removed 2 garlic cloves, crushed 20g/¾oz ginger, finely grated 2 tsp garam masala ½ tsp hot chilli powder 400g tin chopped tomatoes 600ml/20floz chicken stock, made with 1 chicken stock cube 100g/3½oz dried red split lentils, rinsed and drained 2 bay leaves 200g/7oz wholegrain long grain rice 150g/5½oz fat-free natural yoghurt 1 tbsp roughly chopped fresh coriander leaves ",indian
"2 tbsp vegetable oil 1 onion, finely chopped 2 cloves garlic, thinly sliced 1 tsp chilli powder 3 tsp ground turmeric pinch salt 750g/1lb 10oz skinless chicken breast, cut into large chunks 400g can chopped tomatoes 2 tsp ground ginger 3 tsp ground cumin 3 tsp ground coriander 2 tbsp melted butter 1 lemon, juice only basmati rice, cooked according to packet instructions 6 ready-made chapatis or naan breads 2 limes, cut into wedges 2 handfuls chopped fresh coriander leaves 1–2 red chillies, sliced ",indian
"500g/1lb 2oz skinless chicken breast fillets, cut into 4cm/1½in chunks 1 tsp dried chilli flakes 1 tsp ground turmeric 2 tsp ground coriander 2 tsp ground cumin 2 tbsp olive oil 1 tsp cumin seeds 1 cinnamon stick 6 cardamom pods 2 onions, finely chopped 2 tsp garlic paste 2 tsp ginger paste 400ml can coconut milk 2 heaped tbsp plain yoghurt 12 dried no-soak pitted prunes 25g/1oz cashew nuts  3 green chillies, finely chopped 2 tsp cornflour, mixed with 1 tbsp cold water 1½ tsp flaked sea salt ½ lime, juice only 25g/1oz ground almonds, to garnish large handful fresh coriander, roughly chopped, to garnish ",indian
"800g/1lb 12 oz boneless chicken legs or breasts  150g/5½oz yoghurt 50g/1¾oz unsalted butter 80g/2¾oz chopped fresh ginger ½ tsp ground cumin ½ tsp ground coriander ½ tsp red chilli powder, plus extra if required ¼ tsp turmeric 2 limes, juice only 2 tbsp tomato purée ½ tsp garam masala powder 50ml/2fl oz oil salt and white pepper, to taste 100g/3½oz plain Greek style or live yogurt, at room temperature 160ml/5½fl oz milk, at room temperature 1–2 tsp salt 1–2 tsp sugar 500g/1lb 2oz plain white flour (preferably stone-ground organic), sifted 1 heaped tsp baking powder 3 tbsp extra-virgin rapeseed oil, plus extra for kneading 1 heaped tbsp butter nigella seeds and poppy seeds, to scatter (optional) 2 tbsp fresh coriander, chopped 1 red onion, finely sliced 2 tbsp fresh coriander, chopped 2 tbsp fresh mint leaves, chopped ",indian
"150ml/5fl oz Greek-style yoghurt 1 tbsp vegetable oil 2.5cm/1in piece fresh ginger, peeled and chopped 1 garlic clove, chopped ¼-½ tsp red chilli powder, or to taste 1 tsp garam masala Generous pinch green and black cardamom seeds and fennel seeds, ground together  ¾-1 tsp salt, or to taste 30g/1oz cheddar cheese, coarsely grated 1½ tbsp lemon juice 1 free-range egg, beaten  2 rounded tbsp gram flour 400g/14oz chicken breasts, skin and bones removed, cut into 2.5cm/1in cubes oil, for brushing 2 tbsp melted butter, to baste  ¾ tsp chaat masala (optional), available from Asian stores and some supermarkets 5 ready-made flour tortillas, wrapped in foil and placed in the oven for the last five minutes of cooking ½ onion, finely sliced 2 tomatoes, finely sliced 1 Little Gem lettuce, finely sliced  150ml/5fl oz chutney  ",indian
"500g/1lb 2oz spinach leaves, washed 4 tbsp vegetable oil 3 cardamom pods 2 bay leaves 5cm/2in piece cinnamon stick 3-4 green chillies, pricked with a knife 1 large onion, chopped 2cm/¾in piece ginger, peeled and chopped 1 head garlic, peeled, cloves left whole 3 large tomatoes, cut into quarters  800g/1lb 12oz chicken pieces, skin removed 2 tsp ground coriander 1½ tsp garam masala salt and freshly ground black pepper 4 tbsp plain yoghurt, stirred  basmati rice, cooked according to packet instructions, to serve ",indian
"4 chicken breasts, chopped into 2cm/1in pieces 2cm/1in fresh root ginger, finely chopped 5 garlic cloves, finely chopped  2 tbsp vegetable oil, plus extra for frying the chicken 400g/14¼oz basmati rice, washed and soaked in cold water for at least 30 minutes 600ml/1 pint 1½fl oz water 2 tbsp vegetable oil 1 large onion, finely sliced 4 garlic cloves, finely chopped 5cm/2in fresh root ginger, finely chopped 2 tbsp mild Madras curry powder 200ml/7¼fl oz coconut milk 200ml/7¼fl oz chicken stock 1 x 400g/14¼oz can chopped tomatoes 2 large potatoes, peeled and roughly chopped into large chunks 1 x 400g/14¼oz can chickpeas, drained and rinsed handful fresh coriander, finely chopped ",indian
"2 tbsp medium Indian curry paste, such as tikka masala 400g can chickpeas, drained and rinsed 227g can chopped tomatoes 25g/1oz creamed coconut, from a block, roughly chopped  250g sachet basmati rice or 125g uncooked basmati rice ",indian
"2 large free-range eggs 1 tbsp light olive oil 2 tsp cumin seeds 1 tsp black mustard seeds 2 tbsp medium curry powder, plus extra for sprinkling 1 tsp garlic granules 1 tsp ground ginger 400g tin chopped tomatoes 400g tin chickpeas, drained and rinsed 1 tbsp lemon juice 100ml/3½fl oz boiling water  180g/6oz baby leaf spinach salt and freshly ground black pepper 2 tbsp chopped fresh coriander, to garnish ",indian
"1 tomato, finely chopped 4 tbsp finely chopped cucumber 1 green chilli, finely chopped 2 tbsp finely chopped onion handful coriander leaves and stalks, chopped  2 tbsp salted peanuts, roughly chopped 1 heaped tbsp desiccated coconut ¼ tsp grated ginger salt, to taste 1 tsp vegetable oil ¼ tsp black mustard seeds few curry leaves 1 tbsp lemon juice, or to taste ",indian
