recipe,type
"500g/1lb chicken breast, cut into 2.5cm/1in pieces 1 red pepper, deseeded and cut into chunks small bunch spring onions 6 shiitake mushrooms, stem removed and halved small bunch spring onions 3 tbsp mirin  3 tbsp Japanese soy sauce 3 tbsp sake (rice wine) 1 tsp sugar ",japanese
"1.5 litres/2½ pints chicken stock 15g/½oz dried porcini mushrooms 1 star anise 2.5cm/1in piece fresh root ginger, peeled and thickly sliced 3 garlic cloves, lightly bashed 3 spring onions, white and green parts separated, finely chopped 750g/1lb 10oz chicken thighs, skin removed and bone in 4 large free-range eggs 2 tbsp white miso paste 1 tbsp mirin 1 tbsp soy sauce 12 dried shiitake mushrooms 400g/14oz cooked ramen noodles 100g/3½oz baby spinach sea salt and freshly ground white pepper 1 red chilli, deseeded and cut into thin strips, to serve 1 tsp furikake (Japanese seasoning) (optional), to serve ",japanese
"1 sheet kombu seaweed (about 100g/3½oz in weight)  10g dried shiitake mushrooms  250g/9oz smoked bacon, such as pancetta, skin on  3 tbsp mirin, or to taste 2 tbsp sake, or to taste 2 tbsp soy sauce, or to taste 10g bonito flakes (available online) salt 100ml/3½fl oz rice vinegar  50g/1¾oz caster sugar 1 tsp coriander seeds  50g/1¾oz samphire 50g/1¾oz sea aster  500g/1lb 2oz palourde clams, washed 1 tbsp vegetable oil 1 garlic clove, finely diced 2 banana shallots, finely diced 125ml/4fl oz dry white wine 1 tbsp unsalted butter 2 packs (about 600g/1lb 5oz) fresh udon noodles edible flowers ",japanese
"4 x 140g/5oz skinless cod fillets, pin-boned  65g/2¼oz shelled pistachio nuts  50g/1¾oz panko breadcrumbs  1½ tsp matcha powder (green tea powder) 1 large free-range egg 2 tbsp plain flour fine sea salt and freshly ground black pepper 1 lemon, cut into wedges, to serve 500g/1lb 2oz frozen peas 40g/1½oz butter 10g/⅓oz fresh mint leaves, finely chopped 2 tbsp extra virgin olive oil 1 tsp fresh lemon juice 1 tsp wasabi paste 4 sweet potatoes (125g/4½oz each), peeled and cut into chips 1½ litres/2¼ pints sunflower oil 65g/2¼oz cornflour nori sprinkles, to serve, optional 150g/5½oz sugar snap peas 50g/1¾oz cornflour 1 tbsp plain flour 1 free-range egg, beaten 2 tbsp ice-cold water ",japanese
"40g/1½oz dried wakame seaweed ½ cucumber, peeled 225g/8oz fresh white crabmeat 1 tbsp bonito flakes ½ tsp dashi granules 40ml/1½fl oz warm water 8ml rice wine vinegar ½ tsp white sugar 1 tsp dark soy sauce 2 free-range egg yolks 2 tsp white wine vinegar 2 tsp wasabi powder 300ml/10fl oz rapeseed oil ½ tsp salt ",japanese
"3 free-range egg whites, beaten 90ml/3fl oz iced water  75g/2¾oz plain flour, seasoned with salt and pepper 3 soft shell crabs  1 large sheet dried nori seaweed  200g/7oz black and white sesame seeds, toasted 150g/5½oz cooked sushi rice  1 tsp sushi vinegar 1 handful of rocket  1 avocado, peeled, destoned and cut into batons  1 tbsp pickled ginger  2 free-range egg yolks 250ml/9fl oz groundnut oil 1 tsp miso paste 1 lime, juice only  salt 2 tbsp soy sauce  2 tbsp mirin  ",japanese
"2 lemon sole vegetable oil, for deep frying 50-75g/2-3oz potato starch  1 tsp green chilli, chopped 1 tsp red chilli, chopped 1 tsp ginger, chopped ½ tsp garlic, chopped  2 tsp roughly chopped fresh coriander  1 tsp black sesame seeds 1 tsp Dijon mustard  1 tsp sesame oil 50ml/2fl oz soy sauce  ½ lemon, juice only 5 tbsp vegetable oil 2 lemons, zest only 2 tsp yukari seasoning (available from specialist Japanese stores) 2 green chillies, sliced into rings 4 sprigs coriander, leaves only ",japanese
"2 free-range egg yolks ½ tsp sea salt pinch white pepper 2 tsp rice wine vinegar 4 tsp ready-made chilli-garlic sauce 2 tsp yuzu juice (available from some supermarkets and Asian grocers, or specialist online retailers), or to taste  200ml/7fl oz vegetable oil vegetable oil, for deep frying 75g/3oz plain flour salt and freshly ground black pepper 4 medium squid, cleaned, quills and beaks removed, sliced into 0.5cm/½in rings 2 free-range eggs  75g/3oz Japanese panko breadcrumbs ",japanese
"150ml/5fl oz white miso 150g/5oz caster sugar vegetable oil, for deep frying 2 aubergines, cut into 1-2cm/½-¾in cubes 2 tbsp roughly chopped fresh coriander 50g/2oz butter 500g/1lb 2oz halibut fillet, skin and pin bones removed, flesh cut into 8 pieces 100g/3½oz edamame beans 1 tbsp white sesame seeds 1 tbsp black sesame seeds 2 tbsp micro-cress, ideally a mixture of red amaranth and bronze fennel fronds ",japanese
"75g/3oz clear honey 1 tbsp umeboshi paste/plum paste (available from specialist Japanese grocers) ½ tsp fresh ginger, finely chopped ¼ tsp sansho pepper (available from specialist Japanese grocers) ¼ tsp mild curry powder ¼ tsp five spice powder ¼ tsp ground ginger 4 x 175g/6oz duck breasts 110g/4oz daikon radish, finely julienned 1 mango, peeled, stone removed, finely sliced 50g/2oz lotus root, finely sliced and deep fried until crisp (available from Asian grocers) 75g/3oz watercress 1 punnet shiso leaves (also called perilla leaves) 1 shallot, finely sliced  ½ lemon, juice only ",japanese
"1 tsp mild curry powder 1 tsp ground ginger 1 tsp Chinese five-spice powder 2 tsp sansho pepper 4 x 175g/6oz duck breasts 4 tbsp honey 1 head of bok choi, root removed, leaves separated 3cm/1¼in root ginger, peeled, finely diced 1 garlic clove, crushed 1 red chilli, finely sliced ½ red onion, finely sliced 200g/7oz umeboshi plums, stones removed (available from health food shops and online specialists) ",japanese
"½ large cucumber  1 tsp Dijon mustard  ½ tsp salt  1 tbsp sugar 2 tbsp rice wine vinegar  4 duck breasts, boneless and skin removed salt and freshly ground black pepper 1 tbsp vegetable oil 100ml/4fl oz soy sauce  100ml/4fl oz sake  3 tbsp sugar  vegetable oil, for deep frying 1 free-range egg yolk  250ml/8fl oz iced water 125g/4½oz plain flour, plus extra for dusting  8 sprigs pale celery leaves  salt ",japanese
"1½ tbsp tomato ketchup ½ tbsp Worcestershire sauce 2 tsp runny honey 1 tsp dark soy sauce 3 large free-range eggs 3 tbsp plain flour ½ tsp sea salt ½ tsp dark soy sauce ½ tsp toasted sesame oil 2 large spring onions, thinly sliced 275g/9¾oz white cabbage, shredded  sunflower oil ",japanese
"2 tbsp brown or white miso paste  750ml/1⅓ pint boiling water 1 lemongrass stalk or 1 tsp lemongrass purée  2 tbsp soy sauce or tamari 100g/3½oz dried wholewheat or buckwheat noodles 3 tbsp coconut oil  1 small aubergine (225g/8oz), cut into roughly 2cm/¾in cubes 50g/1¾oz cashews  2 pak choi, leaves and white parts separated and thickly sliced 4 spring onions, diagonally sliced 30g/1oz piece fresh root ginger, peeled and finely grated 2 garlic cloves, finely grated 1 red chilli, diagonally sliced 2 slices of tofu, to serve (optional) handful fresh coriander, to serve ",japanese
"2 nori sheets 6 tbsp garlic granules  2 tsp chilli flakes  3 tbsp white sesame seeds  1 tbsp black sesame seeds  1kg/2lb 4oz potatoes (large baking potatoes are usually best) 1.5 litres/2½ pints vegetable oil, for frying  2 tbsp honey  1 tbsp fish sauce  1 tbsp oyster sauce  ",japanese
"2 Japanese aubergines or 1 large purple aubergine vegetable oil, for shallow frying 4 spring onions, green part only 4 tbsp light (sweet) miso paste (available in some supermarkets and in Asian grocers) 2 tsp sugar 1 small knob fresh ginger 1 tbsp shoyu or light soy sauce 2 tbsp mirin ",japanese
"150ml/5fl oz white wine vinegar 90ml/3½fl oz mirin (available from Asian supermarkets) 50g/2oz caster sugar pinch salt 12 Thai shallots, thinly sliced (available from Asian supermarkets) 75g/3oz edamame beans, blanched (available from Asian supermarkets) 6 tbsp chopped fresh coriander leaves  3 tbsp chopped fresh mint leaves  2 green chillies, finely sliced 2 x 500g/1lb 2oz poussin 1 tbsp grated fresh ginger  2 garlic cloves, chopped 1 tbsp finely chopped shallot 1 spring onion, roughly chopped 2 tbsp plum wine (available from Asian supermarkets) 110ml/4fl oz yaki niku barbecue sauce (available from Asian supermarkets) 2 tsp teriyaki sauce (available from Asian supermarkets) ½ tsp ao nori (available from Asian supermarkets) 25ml/1fl oz olive oil 75g/3oz mugi miso (available from Asian supermarkets) 4 ume shu plums, from the plum wine (available from Asian supermarkets) ",japanese
"300g/10½oz strong white flour, plus extra for rolling ½ tsp fine salt 200ml/7fl oz boiling water 1 tbsp vegetable oil, for frying 1 tbsp sesame oil 500g/1lb 2oz pork or chicken mince 1 head pak choi, very finely shredded ¾in/2cm piece fresh root ginger, peeled, grated 3 garlic cloves, peeled, grated ½ tsp salt ½ tsp freshly ground black pepper 1 tbsp chopped spring onion (green part only) ½ tsp ground chilli flakes 1 tsp sesame oil 1 tbsp oyster sauce pinch sugar 1 dressed crab (dark and white meat) 200g/7oz cooked, peeled North Atlantic prawns, chopped ½ tsp fine salt ½ tsp freshly ground black pepper 1 tbsp sesame oil ½ lemon, zest only, finely grated 1 tbsp oyster sauce 1 tbsp chopped spring onion (green part only) 2cm/¾in piece fresh root ginger, peeled, grated splash soy sauce splash lime juice splash chilli oil ",japanese
"250g/9oz pork mince 4 garlic cloves, finely grated 15g/½oz nira (also known as garlic chives), finely sliced  80g/2¾oz Chinese cabbage (such as Napa cabbage), finely chopped ½ tsp sea salt ¼ tsp white pepper 24 gyoza wrappers (see recipe tips) 10g/⅓oz cornflour, plus extra for dusting 10g/⅓oz plain flour 1–2 tbsp vegetable oil, for frying 4 tbsp dark soy sauce  2 tbsp rice vinegar  1 tsp chilli oil or sesame oil ",japanese
"1kg/2lb 2oz salmon fillet, trimmed, skin scored with a sharp knife, cut into four equal-sized fillets  110g/4oz good quality sea salt flakes 110g/4oz fine sea salt 200g/7oz caster sugar 1 tsp coriander seeds 1 tsp black peppercorns 1 lemon, zest and juice ½ orange, zest and juice 200ml/7fl oz water        small bunch dill, chopped 2 free-range egg yolks 3 free-range egg whites 50g/2oz English mustard  50g/2oz wasabi paste  75ml/3fl oz white balsamic vinegar 1 tbsp rice wine vinegar 2 tsp caster sugar 110ml/4fl oz olive oil  110ml/4fl oz grapeseed oil  salt and freshly ground black pepper  200g/7oz dill, roughly chopped 110ml/4fl oz vegetable oil  110ml/4fl oz olive oil  2 cucumbers, peeled 4 tbsp olive oil 50ml/2fl oz sparkling water salt and freshly ground black pepper  75g/3oz Charlotte potatoes, cooked, drained, cut into 1cm/½in cubes 4-5 tbsp ready-made lemon vinaigrette 2 medium-sized, ready-made focaccia, cut into 30 1cm x 2.5cm/½in x 1in cubes 50g/2oz caster sugar 1 lemon, zest and juice 40g/1½oz pickled ginger 40g/1½oz fennel, very finely sliced, set aside in a bowl of iced water 10g/½oz wasabi-flavoured fish roe (available from specialist Japanese suppliers) small bunch dill, chopped 1 x 20g/¾oz punnet shiso cress (available from specialist suppliers and online) 1 x 20g/¾oz punnet tahoon cress (available from specialist suppliers and online) ",japanese
"1 duck breast, skin on 1 tbsp dark soy sauce 1 tbsp honey 1 tbsp fresh lime juice 2 large pieces tin foil large handful of wood chippings suitable for cooking, available from specialist cook shops 2 pak choi, cut into quarters lengthways 1 thumb-sized piece of ginger, cut into thin strips 1 tsp sesame oil 1 lime, juice only ",japanese
"4 chicken thighs 30ml/2 tbsp honey 60ml/4 tbsp soy sauce 60ml/4 tbsp mirin 30ml/2 tbsp sake 2 tsp grated fresh root ginger 1 garlic clove, chopped 30ml/2 tbsp vegetable oil 250g/9oz medium egg noodles ",japanese
"55g/2oz freshly ground black peppercorns  400g/14oz spring onions, finely chopped 60g/2¼oz garlic, finely chopped 250g/9oz white miso paste large pinch sea salt  50ml/2fl oz soy sauce 5 tbsp rice vinegar  5 tbsp vegetable oil 20g/¾oz carrot, cut into fine julienne strips 20g/¾oz cucumber, cut into fine julienne strips 20g/¾oz daikon, cut into fine julienne strips 20g/¾oz leek, white part only, cut into fine julienne strips 10g shiso leaves (available online), cut into fine julienne strips 3 tbsp freshly squeezed lemon juice pinch sea salt 2 pork pluma (each weighing approximately175-225g/6-8oz), trimmed 100g/3½oz unsalted butter 50ml/2fl oz vegetable oil 5 tbsp rice vinegar ",japanese
"2 x free-range duck legs, skin on, bone in 1 tbsp fresh root ginger, grated 2 garlic cloves, finely chopped 4–6tbsp low sodium light soy sauce 4–6tbsp Japanese Sake 2tbsp caster sugar 300g/10½oz sushi rice 1 tbsp rice wine vinegar 1 tbsp mirin 1 tsp caster sugar 100g/3½oz potato flour 50g/1¾oz cornflour 50g/1¾oz plain flour vegetable oil, for frying shiso leaves lime wedges black sesame seeds shichimi pepper flakes (togarashi shichimi) micro shisho leaves micro red amaranth ",japanese
"100g/3½oz butter, softened 15g/½oz shichimi togarashi (Japanese 7 spice) 4 sardines, thoroughly cleaned and head on  2 lemons, juice only 1 small aubergine, cut into bite-sized chunks 2 tbsp sake  1 ½ tbsp mirin  1 ½ tbsp soy sauce 2 tbsp vegetable oil  1 tbsp sesame oil  2 dried Chinese red chilies, finely chopped  1 tbsp granulated sugar  1 tbsp miso paste 1 spring onion, finely chopped  200g/7oz spinach salt, to taste  ½ tsp of sake  ½ tsp of mirin  3 tbsp roasted white sesame seeds  1 ½ tbsp soy sauce  1 tbsp white sugar  ",japanese
"2 tbsp soy sauce  2 tbsp mirin 2 tbsp lemon juice  1 tbsp Bonito flakes (available online) 1 thumb-sized piece dried kelp (kombu) (available online) 100g/3½oz raw prawns, shelled 2 scallops 150g/5½oz salmon fillet, skinned and cut into bite-sized pieces 150g/5½oz halibut fillet, skinned and cut into bite-sized pieces 150g/5½oz sea bass fillet, skinned and cut into bite-sized pieces 150g/5½oz red mullet fillet, skinned and cut into bite-sized pieces  handful shiitake mushrooms  handful dried Wood Ear mushrooms  200g/7oz oyster mushrooms  1 Chinese cabbage, thinly sliced 2 carrots, thinly sliced 200g/7oz purple sprouting broccoli  bunch spring onions, thinly sliced 40g/1½oz dried dulse seaweed (available online), rehydrated in water and drained, to garnish 3 tbsp white miso paste  2–3 tbsp runny honey 3 tbsp mirin 3 tbsp sunflower oil 1 lemon, juice only 1 aubergine, diced   1 head broccoli, broken into small florets  1 tbsp sesame seeds, to garnish ",japanese
"1 fresh lotus root (medium size, about 400g/14oz) 500ml/18fl oz vegetable oil, plus a little extra for cooking  flaked sea salt shichimi togarashi (Japanese seven-spice seasoning)  4 tbsp rice flour (or cornflour if none available) 2 pieces firm tofu, about 375g/13oz, cut into 2.5cm/1in squares 2 tbsp sesame oil 1 medium onion, finely chopped 2 medium leeks, trimmed, washed and sliced into 1cm/½in diagonal slices 2 Japanese aubergine, cut into 2cm/¾in discs (alternatively you can use a normal aubergine cut into 2cm/¾in discs) 4 garlic cloves, finely grated 2 tbsp finely grated ginger  150g/5½oz brown shimeji mushrooms, trimmed  2 tbsp heaped miso paste  4 tbsp mirin 5 tbsp soy sauce ",japanese
"250g/9oz hot pepper paste or gochugang (Korean chilli bean paste; available from Asian supermarkets) 75ml/3fl oz sake 25ml/1fl oz soy sauce 75ml/3fl oz mirin (available from Asian supermarkets) pinch dried chilli 40g/1½oz garlic paste (available from Asian supermarkets), or four garlic cloves, pounded to a paste 40g/1½oz ginger paste (available from Asian supermarkets), or thumb-sized piece of ginger, pounded to a paste 2 tsp toasted sesame oil 4 x 4 bone lamb racks, French cut (ask your butcher to prepare this for you) 1 tbsp olive oil 1 tbsp toasted sesame seeds 60g/2½oz sesame paste or tahini 10g/½oz sweet white miso (available from Asian supermarkets and health food shops) 1 tsp ginger juice (grate the ginger and squeeze to collect the juice) 3 tbsp dashi stock (dried sachets of dashi are available from Asian supermarkets, add the appropriate amount of water, following packet instructions) 2 tsp rice vinegar 1½ tsp lemon juice 2 tsp sesame oil 500g/1lb2oz spinach leaves 1 tsp chopped yama gobo/Japanese burdock root (available from Asian supermarkets) ",japanese
"1 tsp olive oil 1 small red chilli, finely chopped, plus extra, sliced, to garnish 2.5cm/1in fresh root ginger, peeled and finely grated 140g/5oz firm tofu, drained and dried on kitchen paper, cut into 4cm/1½in cubes 2 tbsp tamari 1½ tsp brown miso paste ½ lime, juice only 100g/3½oz shimeji mushrooms, separated 6 green stalks of spring onions (discard the white bases), chopped, plus extra to garnish 150g/5½oz gluten-free noodles (buckwheat or rice noodles work really well) 2 pak choi, trimmed and sliced sprigs of fresh coriander 1 small carrot per bowl, peeled and julienned ",japanese
"150g/5½oz rice noodles  150g/5½oz mangetout 3 spring onions, roughly chopped 1 tbsp sesame oil  1 tbsp sesame seeds  1 lime, juice only 2 tbsp finely chopped coriander 1 large aubergine, halved lengthways, flesh scored in a criss-cross pattern not piercing the skin 2 tbsp white miso  5cm/2in fresh root ginger, peeled and finely grated 1 tsp runny honey (or vegan alternative) 1 tsp soy sauce salt and freshly ground black pepper ",japanese
"8-12 free-range chicken thighs, boned and skin left on 80g/2¾oz white miso paste 40g/1½oz root ginger, finely grated 4 tbsp mirin 6 tbsp cider vinegar 12 small shallots, peeled 1 tbsp sunflower oil 200ml/7fl oz white wine 6 tbsp water sea salt and freshly ground white pepper 125g/4½oz walnuts, broken 80g/2¾oz unsalted butter 1½ tbsp maple syrup 250g/9oz small seedless red grapes 1 tbsp chopped tarragon ",japanese
"1.5kg beef bones, chicken carcasses, lamb bones (usually free from the butchers) or use the saved bones from a roast splash of apple cider vinegar or fresh lemon juice (optional – this can help to extract the minerals from the meat bones) 1 handful of any onions, leeks, carrots or celery ends 1 tbsp black peppercorns 2 bay leaves 350g/12oz buckwheat noodles 1 tbsp sesame oil or extra virgin olive oil 4 heads pak choi, trimmed and thinly sliced 200g/7oz mixed mushrooms, sliced 1 carrot, julienned ½ red cabbage, stalk removed, leaves shredded 5cm/2in piece fresh root ginger, peeled, grated 6 spring onions, trimmed, finely sliced on the diagonal 4 tbsp lime juice 2 tbsp miso paste, preferably unpasteurised 1-2 tsp tamari or salt, to taste large handful chopped fresh coriander, to serve ",japanese
"4 tbsp white miso paste 6 tbsp sake 2 garlic cloves, finely grated 10g/¼oz fresh root ginger, peeled and finely grated 2 tbsp caster sugar 1 tbsp rice wine vinegar  4 x 200g/7oz thick black cod fillet, skin on splash vegetable oil 2 limes, quartered micro salad, to garnish 6 tbsp sesame seeds ½ tsp sugar  2 tbsp seasoned soy sauce  2 tbsp liquid dashi seasoning 2 good splashes of citrus juice, such as yuzu lemon juice  a dash of Japanese sansho pepper (use white pepper if you can’t get hold of this) 600g/1lb 5oz choi sum (you could also use pak choi or spinach) ",japanese
"3 tbsp white miso paste (available from Japanese supermarkets) 3 tbsp sugar 3 tbsp dark soy sauce 3 tbsp sake (available from Japanese supermarkets) 3 tbsp mirin (Japanese rice wine, available from Japanese supermarkets) 4 x 150g/5oz thick halibut fillets, skins removed 110g/4oz raw king prawns, heads and shells removed, de-veined, roughly chopped 1 tsp dark soy sauce 1 tsp mirin ¼ tsp freshly grated root ginger 2 tsp finely chopped spring onion 12 wonton wrappers (available from Japanese supermarkets) 1 free-range egg yolk, mixed with 1 tbsp water 650ml/1 pint 3½fl oz hot chicken stock, preferably homemade 1 tbsp sake 1 tbsp dark soy sauce 1 tsp freshly grated root ginger 1 tsp sugar ¼ tsp salt 6 shiitake mushrooms, washed well, stems removed, finely sliced 6cm/2½in piece leek (white part only), julienned 2 small heads bok choi, each cut in quarters 8 green shiso leaves (available from Japanese supermarkets) 1 tsp shichimi (seven spice pepper, available from specialist retailers) ",japanese
"600ml/1 pint vegetable or chicken stock ½ 'cherry bomb' chilli 125g/4½oz noodles, cooked  1 tbsp fresh coriander 1 pak choi, cut into quarters 1 lime, juice only 150g/5½oz cod, skin on 1 tsp rock salt 1 tbsp honey 1 tbsp soy sauce ",japanese
"1 tbsp yuzu koshou paste (available from some Asian supermarkets and specialist retailers) 1 tsp fresh garlic paste (blend 1 garlic clove with ½ tsp water) 1 tsp fresh ginger paste (blend 1cm/½in fresh root ginger with ½ tsp water) 1 tsp chopped fresh coriander 1 tbsp freshly grated yuzu peel (available from some supermarkets and Asian grocers) 1½ tsp ready-made chilli and garlic sauce 1 tbsp mirin (Japanese rice wine, available from some supermarkets and Asian grocers), or water 4 tbsp vegetable oil 4 tbsp cooked potato 4 tbsp saikyo white miso (available from some supermarkets and Asian grocers) 1 garlic clove, peeled 1 poached egg 250ml/9fl oz vegetable oil 1 tbsp fresh ginger juice (made by grating and squeezing fresh root ginger and collecting the juice) 1 lemon, juice only 2 large tiger prawns, preferably Madagascan, or langoustines, shells on, left whole 1 daikon (mooli), julienned 20g/¾oz black sesame seeds 10 lemon balm leaves ",japanese
"400g/14oz cooked prawns, chopped 100g/3½oz cabbage, very finely chopped 1 tsp sesame oil 1 tbsp soy sauce ½cm/¼in piece fresh ginger, grated 1 garlic clove, crushed 30 dim sum wrappers (gyoza wrappers), available from Asian supermarkets 1 tbsp vegetable oil 100ml/3½fl oz water 75ml/2¾fl oz soy sauce 1 tsp sesame oil 50ml/1¾fl oz black rice vinegar sliced spring onions  chopped fresh chilli ",japanese
"75g/2½oz cornflour 75g/2½oz plain flour 1 free-range egg, lightly beaten 188ml/6½fl oz beer vegetable oil, for deep-frying 50g/2oz plain flour 1.5kg/3lb 5oz uncooked king prawns, shells and central veins removed soy sauce, to serve ",japanese
"200ml/7fl oz plum wine 3 tsp barley miso (available from larger supermarkets and Asian supermarkets) 4 tsp umeboshi paste (available from Asian supermarkets) 5 tsp soy sauce 4 tsp sesame oil 2 tsp grated fresh ginger 1 tsp finely chopped garlic 2 quails, de-boned and cut in half, leaving breast and thigh together ¼ daikon, very finely sliced into sticks (julienne) and placed in iced water 4 large shiso leaves 1 sharon fruit, cut into 1cm/½in cubes or balls 1 mango, cut into 1cm/½in cubes or balls pinch sancho pepper pinch sea salt flakes ",japanese
"255g/9oz sushi rice 55ml/2fl oz mirin 340g/12oz sashimi quality tuna, cut into long thin strips 5 sheets nori sushi sheets 1 cucumber cut into 5 long pieces 5 spring onions 3 tsp wasabi paste light soy sauce Japanese pickled ginger ",japanese
"200g/7oz sushi-grade salmon, skin removed, pin-boned and finely chopped 4 sushi-grade scallops, finely chopped salt and freshly ground black pepper 1 lime, juice only  1 orange, juice only 1 lemon, juice only 75ml/2½fl oz vegetable oil 2 tbsp black sesame seeds 200ml/7fl oz rice wine vinegar 100g/3½oz caster sugar ½ tsp ground turmeric ½ daikon, peeled and chopped 1 baby cucumber, chopped 1 banana shallot, thinly sliced pinch salt 1 fresh lotus root, thinly sliced vegetable oil, for deep frying 2 tbsp soy sauce 1 shallot, finely chopped 2 tbsp yuzu juice 1 tbsp caster sugar 1 tbsp fresh root ginger, peeled and chopped 4 sushi-grade baby squid, cleaned, thinly sliced 200g/7oz sushi-grade tuna, thinly sliced 2 red or purple shiso leaves  2 green shiso leaves  4 breakfast radishes, sliced 1 tbsp snipped fresh chives ",japanese
