recipe,type
"25g/1oz whole dried shiitake mushrooms  1 small bunch spring onions, one thinly sliced, the rest cut into 4cm/1½in lengths 2 tbsp vegetable oil 5cm/2in piece fresh root ginger, peeled and finely chopped 3 garlic cloves, finely chopped 1 star anise  1 piece cassia bark 800g/1lb 12oz pork belly (ideally a 5-layered cut – skin/fat/meat/fat/meat), cut into cubes 3 tbsp Shaoxing rice wine  3 tbsp dark soy sauce  1 tbsp light soy sauce  2 tbsp caster sugar ",chinese
"1 large piece pork belly (about 500g/1lb 2oz) 300g/10½oz red rock sugar (available from specialist Chinese groceries) 2 tbsp vegetable oil 2 tbsp dark soy sauce 300g/10½oz brown rice  400g/14oz sweet potatoes, unpeeled, cut into 1.5cm/¾in chunks 150g/5½oz fresh or frozen cranberries 50ml/2fl oz orange juice 2 tbsp groundnut oil 2 garlic cloves, crushed 2.5cm/1in fresh root ginger, finely grated  2 whole dried red chillies, torn  180g/6oz smoky bacon lardons, finely diced   2 tbsp Shaoxing rice wine, or dry sherry 1 large red carrot, sliced in quarters lengthwise, then cut into 5cm/2in pieces at an angle  200g/7oz Tenderstem broccoli, cut into 2.5cm/1in pieces 2 tbsp Chinkiang black rice vinegar  1 tbsp low sodium light soy sauce ",chinese
"2 boneless skinless chicken breasts, cut into slices 1cm/½in thick 3 tbsp light soy sauce 3 tbsp Shaoxing rice wine (or dry sherry) 2 tbsp toasted sesame oil 2 tbsp cornflour 4 tbsp vegetable oil 10cm/5in piece fresh root ginger, peeled and finely chopped 3 large garlic cloves, finely chopped 3 red chillies, finely chopped 50g/1¾oz fermented black beans 1 tbsp caster sugar 150ml/5fl oz chicken stock 6 spring onions, finely sliced 3 tbsp roughly chopped coriander leaves 2 heads bok choi 200g/7oz cooked basmati rice, cold 1 free-range egg, beaten ",chinese
"1 tbsp vegetable oil  250g/9oz chicken breast, cut into thin strips  1 tbsp runny honey  1 garlic clove, crushed 1 tbsp chopped fresh ginger  ½ red chilli, finely chopped  3 spring onions, chopped 1 small carrot, sliced 1 red pepper, cut into strips 1 head of pak choi, chopped  300g/10½oz straight-to-wok fine egg noodles small bunch fresh coriander, roughly chopped 1 tbsp dark soy sauce 1 tbsp toasted sesame oil  1 lime, finely grated zest and juice  25g/1oz unsalted, toasted cashew nuts ",chinese
"1 free-range egg 1 tbsp cornflour pinch sea salt 500g/1lb 2oz skinless chicken breast fillets, sliced 300ml/10fl oz groundnut oil 1 onion, sliced 1 yellow pepper, de-seeded, sliced into strips 1 red pepper, de-seeded, sliced into strips 3 tbsp chicken stock 2-3 tbsp light soy sauce 2 large spring onions, sliced 4 tbsp roasted cashew nuts sea salt and ground white pepper steamed jasmine rice, to serve ",chinese
"225g/8oz chicken breast, cut into 16 slices 48 prawns, defrost if frozen 4 large bunches of coriander, washed and chopped roughly 5 large red chillies, cut into thin julienne strips salt and pepper to taste 8 spring roll wrappers oil for deep-frying ",chinese
"40g/1½oz nest fine egg noodles, broken in half ¼ chicken stock pot 1 tsp soy sauce ½ red chilli, finely chopped 25g/1oz tinned sweetcorn, drained 25g/1oz cooked roast chicken, shredded 25g/1oz baby spinach leaves, roughly chopped ½ lime, zest and juice sea salt and freshly ground black pepper ",chinese
"4 boneless skinless chicken breasts, sliced into thin strips salt, to taste Chinese five-spice powder, to taste 1 red chilli, finely chopped 1in/2.5cm piece fresh root ginger, peeled and grated  4 cloves garlic, peeled and finely chopped 1 tbsp groundnut oil 1 tbsp sesame oil 2 carrots, peeled and cut into matchstick pieces 1 spring cabbage, core removed, leaves finely shredded ½ head broccoli, cut into small florets  2 heads bok choi, chopped 4 spring onions, chopped 400g/14oz egg noodles, cooked according to packet instructions 1 small bunch fresh coriander, leaves only, chopped 60ml/2fl oz sake, plus 1 tbsp  3 tbsp Shaoxing rice wine (available in some supermarkets or Asian grocers; substitute dry sherry if unavailable) 3 tbsp sweet chilli sauce 1½tsp nam pla (Thai fish sauce) 1 tsp light soy sauce 1 tsp cornflour 1 handful beansprouts freshly ground black pepper, to taste ",chinese
"1 tsp vegetable oil 1 large free-range egg, lightly beaten 2 spring onions, sliced 50g/1¾oz frozen peas 250g pouch microwavable rice  large handful leftover roast chicken (or shop-bought cooked chicken), shredded 1 tsp toasted sesame oil  1 tbsp dark soy sauce  ",chinese
"1 tbsp light soy sauce 1½ tbsp Shaoxing rice wine (or dry sherry) ½ tsp salt 1 tsp sugar 1 tsp sesame oil 2 tsp cornflour 450g/1lb boneless chicken thighs, cut into 5cm/2in pieces  1 tbsp vegetable or groundnut oil 1 tbsp finely chopped fresh root ginger  1½ tbsp finely chopped garlic 1 tbsp finely chopped shallots 2½ tbsp fermented black beans, rinsed and drained, roughly chopped 3½ tbsp finely chopped spring onions  150ml/5fl oz chicken stock ",chinese
"225g/8oz boneless, skinless chicken breasts, cut into thin strips 1 free-range egg white  2 tsp cornflour 1 tsp salt ½ tsp freshly ground white pepper 225g/8oz fresh thin egg noodles (substitute dried egg noodles if unavailable) 300ml/10fl oz groundnut or vegetable oil  175g/6oz fresh beansprouts 2 tbsp Shaoxing rice wine or dry sherry 2 tbsp oyster sauce 1 tbsp light soy sauce 300ml/10½fl oz chicken stock  1 tsp salt ½ tsp freshly ground black pepper 1 tbsp cornflour, mixed with 1½ tbsp water 3 tbsp finely chopped spring onions, to garnish ",chinese
"2 tbsp groundnut oil 2 skinless free-range chicken breasts, cut into strips 1 garlic clove, crushed 1 tsp grated fresh ginger 1 star anise ½ tsp finely chopped fresh red chilli handful mangetout 2 pak choi, stems separated 4 spring onions, sliced at an angle 100g/3½oz mixed wild mushrooms, trimmed and cut into even-sized pieces 4 tbsp soy sauce 2 tbsp balsamic vinegar handful fresh flatleaf parsley 1 tbsp chopped fresh tarragon 1 tbsp chopped fresh chives ",chinese
"2 tbsp sunflower oil  1 red onion, thinly sliced  2 red peppers, seeds removed, sliced  1 garlic clove crushed  2 red finger chillies, seeded and finely sliced on the diagonal  4 small chicken breasts skinned and sliced into long strips  4 spring onions cut into 4cm/1-2in slices  1 tsp cornflour  6 tbsp blackbean sauce from jar  2 tbsp dry sherry (optional) 75ml/3fl oz water  1 tbsp chopped fresh coriander ",chinese
"200ml/7fl oz vegetable oil, for deep-frying 2 free-range eggs, beaten 5 tbsp cornflour 1 tsp sea salt 400g/14oz fillet steak, sliced into thin strips 2 carrots, sliced into thin strips 2 spring onions, finely sliced 2.5cm/1in piece ginger, peeled, cut into matchsticks 2 garlic cloves, sliced ½ tsp chilli flakes 4 tbsp caster sugar 50ml/2fl oz rice vinegar 50ml/2fl oz light soy sauce boiled rice chilli, sliced lime wedges ",chinese
"4 tbsp vegetable oil 8–10 whole bird’s-eye chillies 2 tbsp finely grated fresh root ginger 2 garlic cloves, finely chopped  2 onions, finely chopped  8 chicken thighs, boneless and skin removed, cut into chunks 2–3 tbsp dark soy sauce  2–3 tbsp white vinegar pinch salt  1 spring onion, finely sliced, to garnish freshly steamed rice, to serve ",chinese
"250ml/9fl oz water 5 tbsp tomato ketchup 2 tbsp light soy sauce 1 tbsp sugar 2 tsp cornflour 4 tbsp groundnut oil 6 cloves garlic, finely chopped 2 tbsp grated fresh root ginger 3 red chillies, de-seeded, finely sliced 500g/1lb1½oz cooked crab, inedible parts discarded, claws removed and cracked, legs removed, remaining shell chopped into quarters  150ml/5fl oz water 1 tbsp lime juice 2 spring onions, sliced lengthways 1 large handful fresh coriander, roughly chopped 300g/11oz fine egg noodles or dried yellow shi wheat flour noodles, cooked according to packet instructions dash sesame oil ½ tsp dried chilli flakes 1 tbsp light soy sauce ",chinese
"3 tbsp groundnut oil 4 large garlic cloves, crushed 1 tbsp root ginger, grated  3 medium red chillies, deseeded and finely chopped 200g/7oz raw tiger prawns, shelled and deveined   400ml/14fl oz hot vegetable stock 3 tbsp tomato ketchup ½ tbsp light soy sauce ½ tsp brown sugar 1 lime, juice only 1 tbsp cornflour mixed with 2 tbsp water 2 spring onions, chopped on the diagonal  1 large handful coriander, roughly chopped  250g/9oz jasmine rice, cooked coriander sprigs, to garnish 1 lime wedge ",chinese
"2 tbsp vegetable oil, plus extra for shallow frying 500g/1lb 2oz firm tofu, drained, patted dry with kitchen paper, cut into 1.5cm/½in cubes 4 tbsp cornflour 2 tbsp Sichuan peppercorns, crushed 75g/3oz cashew nuts 150ml/5fl oz rice wine vinegar 150g/5oz caster sugar 4 tbsp soy sauce 2 red chillies, finely diced 2 tsp dried chilli flakes 10cm/4in piece fresh root ginger, peeled, finely grated 2 carrots, peeled, julienned 2 tbsp groundnut oil 2 large free-range eggs, lightly beaten 2 tsp sesame oil 200g/7oz freshly cooked basmati rice, cooled salt and freshly ground black pepper 4 spring onions, finely sliced 3 tbsp chopped fresh coriander leaves ",chinese
"2 small duck breasts 4 tsp five-spice powder 2 tbsp clear honey 6 tbsp soy sauce 4 spring onions, finely sliced 150g/5½oz dried egg noodles or 200g/7oz fresh egg noodles. squeeze fresh lime juice toasted sesame oil, to taste salt and freshly ground black pepper 1–2 tbsp sesame seeds, to serve ",chinese
"250g/9oz long grain or basmati rice 500g/1lb 2oz skinless, boneless chicken thighs, cut into bite-sized pieces 3 tbsp dark soy sauce 1 tbsp cornflour 1 tsp Chinese five-spice powder 1 tbsp vegetable oil 2 brown onions, thickly sliced 1 tbsp finely grated ginger 1 tbsp finely grated garlic 3 tbsp mild curry powder 600ml/20fl oz chicken stock 200g/7oz fresh pineapple chunks 225g tin sliced water chestnuts in water, drained (140g drained weight) 2 mixed peppers, thickly sliced ",chinese
"250g/9oz plain flour, plus extra for dusting pinch salt 20ml/¾fl oz olive oil 125ml/4fl oz warm water ½ butternut squash, peeled drizzle of olive oil 50g/1¾oz butter or oil 150g/5½oz wild mushrooms, roughly chopped 1–2 tbsp chopped fresh sage salt and freshly ground black pepper 50ml/2fl oz sesame oil 25ml/1fl oz soy sauce 25ml/1fl oz fish sauce (optional or vegetarian) 1 tbsp pickled ginger 1–2 tbsp black sesame seeds 1–2 tbsp micro coriander  1 tsp red chilli flakes ",chinese
750g/1½lb pork spareribs 600ml/1 pint groundnut (peanut) oil 1 tbsp Shaoxing rice wine or dry sherry 1 tbsp light soy sauce 1 tbsp Chinese black rice vinegar or cider vinegar 2 tsp sesame oil 1 tbsp cornflour 2 tbsp finely chopped garlic 2 tsp five-spice powder 3 tbsp finely chopped spring onions 3 tbsp Chinese rock sugar or granulated sugar 3 tbsp Shaoxing rice wine or dry sherry 150ml/5fl oz chicken stock 1½ tbsp light soy sauce 2 tbsp dried grated orange peel 85ml/3fl oz Chinese black rice vinegar or cider vinegar ,chinese
"450g/1lb chicken breasts, no skin or bone - cut into strips 1 egg white 2 tsp cornflour good pinch salt sesame oil 5 tbsp groundnut oil 3 lemons, juice and zest 85ml/2fl oz chicken stock 1 tbsp sugar 1 tbsp light soy sauce splash of dry sherry (optional) 1 clove garlic, crushed 1 red chilli, finely chopped 1 tsp cornflour mixed with 1 tbsp water small bunch spring onions, shredded salt and pepper, to taste ",chinese
"1 tbsp olive oil 2 onions, thinly sliced  3 garlic cloves, finely chopped 10 plums, quartered and stoned  4cm/1½in fresh ginger, peeled and finely chopped 8 chicken thighs, boneless, skin removed 2 tbsp soy sauce large pinch caster sugar 150g/5½oz white long grain rice 1 large head broccoli, cut into florets handful coriander leaves, roughly chopped, to garnish ",chinese
"140g/5oz plain flour, plus extra for dusting 125ml/4fl oz very hot water 110g/4oz pork mince 75g/3oz Chinese cabbage or spinach, finely chopped 1 tsp finely chopped ginger ½ tbsp Shaoxing rice wine (or dry sherry if none is available) ½ tbsp dark soy sauce ½ tsp light soy sauce ½ tsp salt ¼tsp freshly ground black pepper 1½ tbsp finely chopped spring onions 1 tsp sesame oil ½ tsp sugar 1 tbsp cold chicken stock or water about 1 tbsp groundnut oil  75ml/3fl oz water 3 tbsp soy sauce 1 tbsp white rice vinegar 2 tsp chilli oil ",chinese
"650g/1lb 6oz live lobster 2 tbsp groundnut oil 5 cloves garlic, crushed 2.5cm/1in piece fresh root ginger, peeled, finely chopped 4 tbsp yellow bean sauce (available from Asian grocers) 4 tbsp light soy sauce 2 tbsp Shaoxing rice wine or dry sherry 350g/12oz yellow shi whole wheat noodles or medium egg noodles, cooked according to packet instructions 4 spring onions, sliced lengthways dash toasted sesame oil (optional) ",chinese
"1 star anise 150ml/5fl oz pomegranate juice  ½ tsp sweet potato flour (available online) 1 tsp light, reduced-salt soy sauce  ½ tsp Sichuan pepper 50g/1¾oz sweet potato flour 1 tsp Chinese five-spice powder 1 tsp sea salt  ½ tsp ground white pepper  100g/3½oz panko breadcrumbs  1 tsp Chinese five-spice powder  1 tsp sea salt  1 tsp ground white pepper  50g/1¾oz sweet potato flour  30g/1oz smoked bacon lardons, finely chopped 30g/1oz unsmoked bacon lardons, finely chopped ½ spring onion, finely sliced 2 free-range quails’ eggs, boiled for 4 minutes, cooled and peeled 200g/7oz fresh shiitake mushrooms, stalks removed and cut into 15mm thick slices (or left whole if small) vegetable oil, for deep-frying 50g/1¾oz pomegranate seeds, to garnish 15g/½oz hazelnuts, toasted and roughly chopped, to garnish 4 pinches shichimi togarashi chilli mixture, to garnish  1 tbsp rapeseed oil  pinch sea salt  1 tsp grated fresh root ginger  85g/3oz cavolo nero, leaves cut into 15mm slices and stalks very finely sliced 1 tbsp Shaoxing rice wine or dry sherry 50ml/2fl oz vegetable stock  ",chinese
"75ml/2½fl oz peanut oil, plus 1 tbsp extra 4 large free-range eggs, beaten 1½ tbsp finely chopped ginger 4 garlic cloves, diced 1 medium brown onion, finely diced 125g/4½oz rindless bacon rashers or Chinese sausage, roughly chopped 1 tsp white sugar 2 tbsp shao hsing wine (Chinese rice wine) 825g/1lb 13 oz medium-grain white rice, cooked 1 tbsp oyster sauce 115g/4¼oz finely sliced spring onions (scallions) 3 tsp soy sauce ¼ tsp sesame oil 2 spring onions (scallions), finely sliced on the diagonal  60ml/2 ¼fl oz light soy sauce  ½ large red chilli, finely sliced on the diagonal ",chinese
"4 duck breasts, about 175g/6oz each, skin removed ½ tsp Chinese five-spice powder 2 tbsp sesame oil 100ml/3½fl oz hoisin sauce freshly ground black pepper 1 bunch spring onions, cut into matchsticks, to serve ½ cucumber, halved, seeds removed and cut into matchsticks, to serve 8–10 ready-made Chinese-style pancakes (or mini flour tortillas), warmed, to serve ",chinese
227g-283½g/8-10oz duck breast (or 2 smaller ones)  1 tbsp cumin 2 tbsp clear honey 1 tbsp corn oil salt and pepper bottle plum sauce packet of crispy seaweed ,chinese
"1 tbsp olive oil 1 large chicken breast, boneless and skinless, cut into pencil thin strips and seasoned 2 tsp clear honey 4 spring onions, finely sliced 1 red pepper, finely sliced 100g/4oz mangetout, trimmed and sliced diagonally 110g/4oz button chestnut mushrooms, left whole 100g/4oz pak choi, thickly sliced keeping the white and green parts separate salt and freshly ground black pepper 1 tbsp soy sauce ½tsp cornflour 1 tbsp hoi sin sauce 25g/1oz  salted cashew nuts ",chinese
"1 tbsp groundnut oil 450g/1lb frying steak, cut into 1cm/½in thick slices 1 tsp cornflour 60g/2¼oz cashew nuts 1 red onion, thinly sliced 3 garlic cloves, thinly sliced thumb-sized piece fresh ginger, peeled and grated 1 head broccoli, cut into small florets, stalk sliced into strips 2 tbsp soy sauce 2 tbsp oyster sauce ½ vegetable stock cube 1 red chilli, thinly sliced 1 small bunch coriander, roughly chopped, to garnish 300g/11oz brown basmati rice, to serve freshly ground black pepper ",chinese
"150g/5oz medium egg noodles dash toasted sesame oil  300g/11oz skinless chicken breast fillets, sliced into strips 2 tbsp light soy sauce  1 tsp five-spice powder  1 tsp chilli sauce (optional) 1 tbsp cornflour  1 tbsp groundnut oil  1 red pepper, seeds removed and thinly sliced  150g/5oz bean sprouts 1 spring onion, sliced lengthways freshly ground black pepper ",chinese
"200g/7oz dried egg noodles (or rice or soba noodles) 1 large carrot 2 spring onions 50g/1¾oz green beans, peas or mangetout (fresh or frozen) handful beansprouts, cabbage leaves, sliced pepper, broccoli florets or mushrooms (optional) 2 tsp vegetable or sunflower oil  1 garlic clove, finely chopped by an adult or crushed in a garlic press handful shredded cooked meat, prawns or tofu (optional) 1 tbsp soy sauce (low-salt version if possible) 2 tsp honey 1 tsp tomato ketchup half a lemon, juice only ",chinese
"3 tbsp roasted peanuts ground black pepper (or ground white pepper) 1 tsp crushed dried chillies  2 pork loin steaks, fat removed 2 tbsp groundnut oil 125g/4oz canned pineapple, in natural juice, juice reserved 3 tbsp freshly squeezed lime juice light soy sauce splash of Shaoxing rice wine or dry sherry (optional) steamed rice choi sum (Chinese cabbage), or spinach, steamed ",chinese
"2 tbsp sunflower oil 4 spring onions, cut into 4cm/1½in lengths 1 garlic clove, crushed piece fresh root ginger, about 1cm/½in, peeled and grated 1 carrot, cut into matchsticks 1 red pepper, cut into thick matchsticks 100g/3½oz baby sweetcorn, halved 1 courgette, cut into thick matchsticks 150g/5½oz sugar-snap peas or mangetout, trimmed 2 tbsp hoisin sauce 2 tbsp low-salt soy sauce ",chinese
"2 tbsp groundnut oil 3 free-range eggs, beaten 400g/14oz cooked long-grain rice, chilled until completely cold ½ small head broccoli, cut into small florets 1 carrot, cut into matchsticks 3 tomatoes, sliced  3 tbsp light soy sauce dash toasted sesame oil (optional) freshly ground black pepper (or pinch white pepper) 1 large spring onion, finely sliced ",chinese
"2 tbsp groundnut oil 1 small handful shiitake mushrooms or chestnut mushrooms, sliced 1 red pepper, de-seeded and diced 75g/3oz smoked bacon, diced 5 free-range eggs, lightly beaten dash light soy sauce pinch freshly ground white pepper handful leftover chicken and/or ham, chopped 2 spring onions, shredded handful mixed salad leaves sweet chilli sauce ",chinese
"150g/5½oz long grain rice or basmati rice 2 tbsp sesame, vegetable or olive oil  2 large free-range eggs, beaten 1 small onion, finely chopped  ½ red pepper, finely chopped   2 garlic cloves, crushed  3cm/1¼in piece fresh root ginger, peeled and grated (optional)  2 spring onions, finely sliced 50g/1¾oz frozen peas, defrosted (optional)  1 tbsp light soy sauce  salt and black pepper ",chinese
"1 tsp fennel seeds 2 tsp cumin seeds 4 spring onions, thinly sliced 2 red chillies, finely chopped (remove seeds for less heat) 3 tbsp finely chopped fresh coriander leaves and stalks 2 limes, juice only 2 tbsp oyster sauce ¼ tsp ground star anise 1 tbsp cider vinegar 1 tbsp dark soy sauce 600g/1lb 5oz raw tiger prawns, peeled, defrosted if frozen 1 tsp light olive oil 3 pak choi, roughly chopped 1 tsp grated fresh root ginger 1 tbsp light soy sauce ¼ tsp toasted sesame oil ",chinese
"450g/1lb fresh white fish fillets such as sole or plaice cornflour, for dusting 150ml/5fl oz groundnut oil 150ml/5 fl oz chicken stock 2 tbsp Shaoxing rice wine or dry sherry 1½ tbsp dark soy sauce 2 tbsp chilli bean sauce (available from Asian grocers) ½ tsp freshly ground white pepper 2 tbsp Chinese black rice vinegar or cider vinegar 2 tsp sugar 3 tbsp finely chopped spring onions ",chinese
"300g/10½ oz chicken breasts 1 tbsp rapeseed oil  ½ onion, diced 50g/1¾oz frozen peas 6 fresh shiitake mushrooms, diced   1 tbsp Shaoxing rice wine ½ tsp Chinese five-spice powder  150ml/5fl oz chicken stock 150ml/5fl oz double cream 1 tbsp chopped fresh tarragon leaves 1 tbsp light soy sauce  sea salt and ground black pepper 3 sheets puff pastry 1 free-range egg ",chinese
"1 tbsp groundnut oil 3 garlic cloves, chopped 2 tbsp grated fresh root ginger 1 tbsp Shaoxing rice wine or dry sherry (optional) 2 tbsp light soy sauce 2 tsp five-spice powder 2 tbsp honey 1kg/2lb chicken drumsticks, skin on ",chinese
"1 tsp Sichuan peppercorns 1 star anise 500g/1lb 2oz pork belly, skin scored 1 tsp Chinese five-spice powder 2 garlic cloves, finely grated thumb-sized piece fresh root ginger, peeled and finely grated  4 tbsp hoisin sauce 1 tbsp sesame oil 2 tbsp soy sauce (optional) 1 tsp grated palm sugar or caster sugar ½ tsp salt 100g/3½oz cooked five-spice belly pork, cut in to 1cm/½in cubes (see above) 120g/4oz rice 2 large free-range eggs 1 tsp sesame oil flaked sea salt, to taste 300g/10½oz chilled cooked rice groundnut oil, for frying 60g/2¼oz small dried shrimp, soaked in warm water 1 garlic clove, finely sliced	 ¾ tsp Sichuan peppercorns 1 tsp Chinese five-spice powder 60g/2¼oz cooked small peeled prawns, if using frozen defrost and drain well 3 spring onions, sliced at an angle (including green parts) freshly ground white pepper soy sauce, for finishing ",chinese
"1kg/2lb 4oz waxy potatoes such as Vivaldi, skin left on, chopped into 2.5cm/1in cubes pinch salt 1-2 tbsp peanut oil 1-2 tbsp freshly grated root ginger 1 tsp fermented black beans (available from Chinese or select supermarkets), rinsed, crushed ¼ tsp dry-roasted chilli flakes 120g/4½oz oak-smoked bacon lardons 1 tbsp dark soy sauce 2-3 tbsp rapeseed oil or goose fat (optional) 300g/10½oz fresh cranberries 100g/3½oz soft brown sugar 2-3 tbsp water 1 lemon, juice only 1 small orange, juice only 2 star anise 1 tsp dry-roasted chilli flakes 2 tsp Chinese five-spice powder 1 tsp dried chilli flakes 8 pinches salt ½ tsp ground white pepper 4 quails (about 560g/1lb 4oz in total), cleaned (ask the butcher to do this for you) 2.5cm/1in piece fresh root ginger, peeled, cut into 8 slices 1 small orange, peel only, peel removed in one go, then chopped into 8 equal-sized lengths 4 spring onions, trimmed, cut into 8 slices 2 tbsp rapeseed oil 4 baby shallots, peeled, sliced 1 tbsp shaoxing rice wine salt and freshly ground black pepper 700ml/1¼ pints chicken stock 4-5 tbsp plain flour 1 tbsp dark soy sauce 300g/10½oz baby heritage carrots (less than 10cm/4in in length), tops removed 1 tbsp rapeseed oil 320g/11¼oz cavolo nero, washed, sliced 2 generous pinches sea salt flakes ",chinese
"1 x 2kg/4lb 8oz duck, back bone removed, flattened salt and freshly ground black pepper 4 tbsp Chinese five-spice powder 1 tbsp olive oil 3 spring onions, sliced 1 cinnamon stick ½ tsp Sichuan peppercorns, crushed 500g/1lb 2oz plums, stones removed, roughly chopped 125ml/4fl oz rice wine vinegar 75g/2½oz caster sugar salt and freshly ground black pepper 225g/8oz strong white flour 175ml/6fl oz boiling water 4 spring onions, finely shredded 1 cucumber, cut into batons ",chinese
