recipe,type
"120g/4½oz caster sugar 6 sharp eating apples, peeled, cored and chopped into 1cm/½in pieces 2 tbsp calvados 1 orange, juice only ½ tsp ground cinnamon 100g/3½oz salted butter, melted, plus extra for greasing 6 slices white bread 60g/2½oz caster sugar 20g/¾oz unsalted butter 200ml/7fl oz double cream 200ml/7fl oz double cream 2 tbsp icing sugar, sifted few drops of vanilla extract ",british
"30g/1oz butter 225g/8oz Bramley apples (or similar cooking apples), peeled, sliced 225g/8oz Cox's, Pippins or any other English eating apple, peeled, sliced 30g/1oz caster sugar 1 vanilla pod, split, seeds scraped out 1 free-range egg yolk 75g/2¾ oz melted butter for the bread 8 slices white bread, crusts removed 100g/3½oz butter 100g/3½oz soft dark brown sugar 100ml/3½fl oz double cream clotted cream ",british
"500g/1lb 2oz Cox apples, peeled, cored, roughly chopped 60g/2½oz caster sugar ½ lemon, juice only 2 tbsp apricot jam 3 tbsp water 75g/3oz butter 10 slices white bread, crusts removed 200ml/7fl oz double cream 200ml/7fl oz milk 2 sprigs fresh thyme 6 free-range egg yolks 75g/3oz caster sugar double cream, lightly whipped ",british
"300g/10½oz plain flour, sieved  pinch of salt  175g/6oz brown sugar  200g/7oz unsalted butter at room temperature, cubed, plus a little for greasing 450g/1lb apples, peeled, cored and cut into 1cm/½in pieces  50g/2oz brown sugar  1 tbsp plain flour  1 pinch ground cinnamon ",british
"150g/5½oz butter, softened 60g/2¼oz caster sugar 1 tbsp plain flour 70g/2½oz flaked almonds ½ tsp ground cinnamon  60g/2¼oz panko breadcrumbs 5 large Royal Gala apples, coarsely grated 5 cardamom pods, seeds only 300ml/10fl oz whipping cream 1 tsp vanilla extract 2 free-range egg yolks 1½ tbsp caster sugar ½ tsp cornflour ",british
"300g/10½oz plain flour 200g/7oz brown sugar 200g/7oz unsalted butter, cubed and softened to room temperature, plus extra for greasing pinch salt 75g/3oz unsalted butter, plus extra for buttering 1 kg/2lb 4oz eating apples (such as russet or cox), peeled, cored and chopped into large chunks 150g/5oz caster sugar  5 star anise  1 cinnamon stick crème fraîche pomegranate seeds ",british
"1.5kg/3lb 5oz cooking apples ½ lemon, juice only 100g/3½oz light muscovado sugar 50g/1¾oz plain flour 50g/1¾oz porridge oats 150g/5½oz light muscovado sugar 150g/5½oz walnuts, roughly chopped 50g/1¾oz sunflower seeds 100g/3½oz softened butter ",british
"100g/3½oz self-raising flour, plus extra for dusting 30g/1oz butter 1 tbsp caster sugar 4 tbsp single cream 1 eating apple, peeled, core removed, flesh grated pinch ground cinnamon 2 heaped tsp demerara sugar ",british
"225g/8oz baking spread, straight from the fridge, plus extra for greasing 225g/8oz caster sugar 225g/8oz self-raising flour  1 tsp baking powder 4 large free-range eggs, beaten 2 eating apples, peeled, cored and grated (see Recipe Tips) icing sugar, for dusting 150ml/5fl oz double cream  3 tbsp lemon curd ",british
"225g/8oz cooking apples, peeled, cored and chopped ½ lemon, zest only 2 tbsp water 15g/½oz butter 1 tsp caster sugar ",british
"6 apples, thinly sliced 1 tsp cinnamon sugar to taste 120ml/4fl oz double cream 3 egg whites ",british
1 litre/1¾ pint freshly pressed apple juice a little icing sugar lemon juice  calvados or apple brandy ,british
"1 apple, de-cored and cut into rounds  8 rashers of streaky bacon handful mixed leaves 8 slices black pudding 4 quails' eggs 2 tsp of capers 2 tsp of gherkins, finely chopped 2 tsp of balsamic vinegar 1 tbsp olive oil 2 tsp of red onion, finely chopped ",british
"2 bacon chops 2 tsp finely chopped thyme leaves 4 juniper berries, crushed 2 tbsp olive oil 75g/2½oz unsalted butter 1 onion, finely chopped 1 Bramely apple, peeled and finely chopped 1 hispi cabbage, shredded 150ml/5fl oz chicken stock 1 bunch lovage, leaves picked, roughly chopped 1 lemon, juice only pinch freshly grated nutmeg freshly ground black pepper 25g/1oz butter 25g/1oz plain flour 1 bay leaf few black peppercorns 500ml/18fl oz whole milk bunch curly parsley, finely chopped ",british
"275g/9¾oz plain flour pinch of fine salt 135g/4½oz cold unsalted butter, cubed 1 medium free-range egg, beaten 1 tsp lemon juice 1 tbsp vegetable oil 1 large onion, finely chopped 1 garlic clove, crushed 200g/7oz unsmoked streaky bacon, cut into cubes 200g/7oz pork loin, cut into roughly 1.5cm/½in cubes 5 medium free-range eggs 100g/3½oz cream cheese 100g/3½oz mature cheddar, grated 1 tbsp chopped chives 1 free-range egg, beaten, to glaze salt and freshly ground black pepper ",british
"560g/1½lb bacon joint  12 button onions  1 tbsp oil  450g/1lb puy lentils  1 carrot, halved  1 stick celery  1 bay leaf  1 sprig thyme  2 cloves garlic, crushed  1 knob of butter  3 hard boiled egg  2 tbsp chopped parsley ",british
"700g/1½lb strong bread flour, plus extra for dusting 1 tsp dried yeast 1 tsp sugar 400ml/14fl oz warm water 1 tsp salt 1 tbsp vegetable oil 4 shallots, peeled, finely chopped 4 fresh tomatoes, chopped 75g/2½oz dates, chopped 50ml/2fl oz ready-made tamarind sauce 1 tsp ground ginger 4 cloves 4 black peppercorns pinch ground turmeric pinch cayenne pepper pinch ground coriander 200ml/7fl oz water 700ml/1 pint 5fl oz malt vinegar 1 tbsp mustard powder 2 tbsp molasses pinch salt 2 tbsp muscovado sugar 2 tbsp cornflour, mixed with enough water to form a loose paste 30 slices thick-cut smoked back bacon, grilled butter, for spreading ",british
"150g/5½oz soft light brown sugar 100g/3½oz sultanas 125ml/4½fl oz malt vinegar 2 eating apples, cored and roughly chopped 3 tomatoes, roughly chopped 1 onion, finely chopped 8 slices dry-cured back bacon 350g/12oz mature cheddar cheese, grated 50ml/2fl oz beer 1 tsp English mustard  3-4 dashes Tabasco sauce 1 tsp Worcestershire sauce 2 tbsp plain flour sea salt and freshly ground black pepper 4 slices thickly sliced white bread ",british
"4 free-range eggs 8 thin slices bacon 50g/1¾oz butter 2 slices white bread, diced 120g/4¼oz trompette de mort 2 tbsp flatleaf parsley, leaves picked 4 tbsp olive oil 1 large shallot, finely chopped 3 cloves garlic 1 sprig thyme 1 bay leaf 1 tsp tomato purée 1kg/2lb 4oz vine-ripened tomatoes, skinned, deseeded, roughly chopped 1 tsp mustard 1 tsp vinegar 115g/4oz butter 500g/1lb 2oz flat mushrooms, peeled 2 thyme sprigs 2 cloves garlic 150ml/5fl oz double cream salt and freshly ground black pepper ",british
"300g/10½oz caster sugar 6 free-range egg whites 1 small ready-made sponge flan case, cut in half horizontally to create two thinner discs (only one is needed in this recipe) 50ml/2fl oz Armagnac 1 x 500g/1lb 2oz tub firm vanilla ice cream (not soft-scoop) 200g/7oz plain chocolate, roughly chopped 200ml/7fl oz double cream ",british
"80g/3oz mixed dried exotic fruit, (such as mango, papaya, banana, fig, golden raisins), chopped 55ml/2fl oz brandy 30g/1oz soft light brown sugar ½ tsp allspice 100g/3½oz butter, plus extra for spreading 6 eating apples, cored 200g/7oz Greek yoghurt, to serve ",british
"600g/1lb 5oz floury potatoes 2–3 tbsp double cream 30g/1oz unsalted butter 200g/7oz pancetta, cubed 1 large bunch fresh thyme 300g/10½oz savoy cabbage, finely shredded 1 large bunch flat-leaf parsley, roughly choppped 3–4 oregano sprigs, leaves picked 1 tbsp wholegrain mustard sunflower oil for frying  salt and freshly ground black pepper 30g/1oz dried porcini 1 tbsp sunflower oil 2 tbsp unsalted butter 400g/14oz smoked pancetta, cubed  10 fresh thyme sprigs 2 fresh bay leaves 3 fresh rosemary sprigs 1 large white onion, finely chopped 1 large carrot, peeled and finely chopped 2 celery sticks, finely chopped 3 garlic cloves, crushed 1 cinnamon stick 300ml/10fl oz red wine 2 tbsp tomato purée 1 tbsp umami paste 50g/1¾oz light brown sugar 500ml/18fl oz fresh beef stock  200ml/7fl oz passata 1 tbsp smoked paprika 400g tin pinto beans  400g tin haricot beans large handful fresh flat-leaf parsley, roughly chopped 3 sprigs oregano, leaves picked salt and freshly ground black pepper ",british
"125g/4½oz fresh fine breadcrumbs ½ tsp cayenne pepper (optional) salt and pepper, to taste 4 boneless and skinless chicken breasts, cut into strips 50g/2oz plain flour 3 medium free-range eggs, beaten 2 tbsp vegetable oil ",british
"300g/10½oz dark chocolate 150g/5oz unsalted butter 55g/2oz caster sugar 6 eggs, separated a little extra butter, to grease the tin 255g/9oz mascarpone 55ml/2fl oz double cream 3 tbsp icing sugar 3 passion fruit (pulp) icing sugar cocoa powder sprigs of mint ",british
"1 egg 1 slice smoked salmon, chopped or, 1 slice ham chopped  or, handful of mushrooms, sautéed chopped parsley and chives, to scatter on top salt and freshly ground black pepper ",british
"butter, for greasing 110g/4 oz self-raising flour salt 2 tbsp ground ginger ½ tsp ground nutmeg ½ tsp mixed spice 75g/3oz oatflakes 175g/6oz golden syrup 50g/2oz black treacle 110g/4oz unsalted butter 110g/4oz soft brown sugar 1 free range egg, beaten 2 tsp full-fat milk 200g/7oz golden syrup 2 tsp dry cider ½ tsp ground mixed spice 255g/9oz rhubarb, in 1cm/¼in lengths 3-4 tbsp caster sugar, to taste 500ml/1lb 2oz vanilla ice cream ",british
"4.5-5.5kg/10-12lb gammon joint - unsmoked 1 pint of dry cider 2 carrots, chopped into chunky pieces 2 onions, peeled and studded with cloves 4 bay leaves  2 cloves garlic 2 tbsp brown sugar 12 peppercorns cloves for spiking 8 tbsp shredless orange marmalade juice of half a lemon ",british
"170g/6oz self-raising flour pinch salt 2 tbsp ground ginger 1 tsp freshly grated nutmeg 1 tsp ground mixed spice 120g/5oz oat flakes 250ml/8fl oz golden syrup 75ml/2fl oz black treacle 150g/6oz unsalted butter, plus extra for greasing 150g/6oz soft dark brown sugar 2 medium free-range eggs, beaten 25ml/1fl oz milk 4 sticks fresh rhubarb, cut into 5cm/2in lengths sugar, to taste splash water 200ml/7fl oz golden syrup 100ml/3½fl oz apple juice 1 tsp ground mixed spice vanilla ice cream fresh mint sprigs ",british
"100g/3½oz butter, cut into pieces, plus extra for greasing 300g/10½oz self-raising flour, sifted 50g/1¾oz caster sugar 1 orange, zest and 2 tsp juice 150ml/¼ pint of milk 700g/1lb 9oz plums, stoned and halved 50g/1¾oz butter 50g/1¾oz demerara sugar 2 tsp ground cinnamon ",british
6 ripe plums 2 meringue nests 250g tub mascarpone cheese 4 tbsp caster sugar ,british
"1 kilo/2lb 3oz forced or 'champagne' rhubarb  250g/8¾oz caster sugar 1 vanilla pod, split lengthways (optional) butter, for greasing ",british
"50g/2oz butter 75g/3oz sugar 125g/5oz round-grain pudding rice 750ml/1pint 7fl oz milk seeds scraped out from 2 vanilla pods 150ml/6fl oz double cream pinch salt 75g/2oz butter 100g/3oz demerara sugar 4 Bramley apples, peeled and diced ¼ tsp ground ginger ¼ tsp ground cinnamon  ¼ tsp nutmeg ",british
"6 x 150g/5oz salmon fillets, skinned salt and freshly ground black pepper 150g/6oz cream cheese small clove garlic, crushed ½ lemon, grated rind only 25g/1oz fresh white breadcrumbs 25g/1oz fresh, coarsely grated parmesan 2 tbsp chopped fresh parsley, plus extra to garnish paprika ",british
"450g/1lb self-raising flour, plus extra for dusting pinch salt 120g/4½oz lard 120g/4½oz butter 120g/4½oz caster sugar, plus extra for sprinkling 50g/1¾oz white chocolate drops 75g/2½oz dried cranberries, chopped 2 free-range eggs, beaten 1-2 tbsp milk, if needed 12–14 digestive biscuits, or 15 small shortbreads 50g/1¾oz butter, plus extra for greasing ½ tsp ground cinnamon ½ tsp ground nutmeg 600g/1lb 5oz cream cheese 2 tbsp plain flour 175g/6oz caster sugar 3 drops vanilla essence 2 free-range eggs 1 free-range egg yolk 142g/5oz soured cream ",british
"280g/10oz plain flour, plus extra for dusting 1 small free-range egg, beaten 1 free-range egg yolk 165g/5¾oz unsalted butter 65g/2½oz caster sugar pinch salt 30g/1oz ground almonds 300g/10½oz ground almonds 130g/4¾oz caster sugar 6 free-range eggs, beaten splash almond essence 3 tbsp raspberry jam 25g/1oz flaked almonds ",british
"300g/10½oz plain flour, plus extra for dusting 125g/4oz cold unsalted butter, cut into cubes 30g/1oz sugar 2 free-range eggs 2 tbsp milk (optional)  225g/8oz unsalted butter, softened 225g/8oz caster sugar 225g/8oz ground almonds 3 free-range eggs  1 lemon, finely grated zest only  50g/2oz plain flour 1 jar raspberry jam flaked almonds, for sprinkling ",british
1 ripe banana (peeled weight 100g/4oz)  1 tbsp milk 50g/2oz soft butter or baking spread 75g/3oz plain flour 75g/3oz caster sugar ½ tsp bicarbonate of soda ½ tsp baking powder 1 free-range egg 50g/2oz dark chocolate chips 50g/2oz dark chocolate ,british
"1 hipsi cabbage 4 large portions turbot sea salt and freshly ground black pepper 30g/1oz pine nuts, toasted 30g/1oz parmesan 200ml/7fl oz olive oil squeeze of lemon juice 500g/1lb 2oz Lincolnshire baby potatoes 500g/1lb 2oz Lincolnshire Poacher cheese 1 tbsp crème frâiche sea salt and freshly ground black pepper 25g/1oz butter 50g/1¾oz chickweed ",british
"25g/1oz butter 1 tbsp olive oil 250g/9oz calves' liver, thinly sliced and cut in half lengthways approx. 4 tbsp port or Madeira 2 tsp red wine vinegar 100ml/3½fl oz fresh beef or chicken stock (buy ready-made in a tub) 250g/9oz fresh or 200g/7oz dried ribbon pasta ½ tbsp chopped fresh sage or a good pinch of dried sage 1 tbsp crème fraîche (optional) sea salt and freshly ground black pepper ",british
"2 loins of lamb 1 tbsp olive oil 2 large sprigs fresh rosemary salt and freshly ground black pepper 350g/9oz floury potatoes, peeled  250g/9oz celeriac, peeled knob of butter 1 tbsp olive oil knob of butter 1 level tbsp plain flour 225ml/8fl oz hot beef stock 100ml/3½fl oz port 1 tsp redcurrant jelly dash gravy browning 2 tsp chopped fresh mint ",british
"100g/4oz butter, cubed 200g/8oz plain flour 25g/1oz icing sugar, sifted 1 egg, beaten 4 eggs 200g/8oz caster sugar 2 lemons, rind and juice only, grated 100g/4oz butter, melted 2 large Bramley apples (about 350g/12oz in weight), peeled  2 dessert apples, peeled and thinly sliced 25g/1oz demerara sugar ",british
"200g/7oz unsalted butter 100g/7oz caster sugar 2 x 400g/14oz cans condensed milk 250g/8¾oz unsalted butter, at room temperature, plus an extra spoonful 150g/5¼oz caster sugar 150g/5¼oz cornflour 300g/10½oz plain flour 4 large bananas, peeled and sliced caramel sauce banana ice cream fresh mint ",british
"250g/9oz medjool dates, pitted and chopped 115g/4oz dried figs, chopped 100g/3½oz prunes, chopped 25g/1oz self-raising flour 3 lemons, juice of 1½ and zest of 3 1 orange, zest only	 250g/9oz unsalted butter 200g/7oz light muscovado sugar 4 large free-range eggs 250g/9oz self-raising flour 1 tsp baking powder 270g/9½oz date syrup 135g/4¾oz unsalted butter 400ml/14fl oz double cream 400g/14oz caster sugar  50g/1¾oz liquid glucose edible flowers, such as red nasturtium, purple violets and pansies, to decorate ",british
"1 lamb chump steak 2 tbsp olive oil 1 tbsp plain flour 3-4 tbsp red wine 2 tbsp brown sugar oil for deep-frying ½ sweet potato 2 sprigs rosemary 2 cloves garlic bunch baby carrots handful of mangetout 3-4 tbsp olive oil 3 baby courgettes 2-3 tbsp milk 55g/2 oz plain flour 1 egg, lightly beaten ",british
"240g/8½oz bran cereal sticks 100g/3½oz butter, softened 200g/7oz caster sugar 2 ripe bananas, peeled, mashed 2 free-range eggs, beaten 1 lemon, juice only 450ml/16fl oz milk 300g/10½oz plain flour 2½ tsp baking powder ½ tsp fine sea salt 220g/½ lb raisins or sultanas ",british
"4 x 7oz fillet steaks 8 slices of pancetta or streaky bacon 8 oysters, water reserved butter for frying 300ml/½ pint/1¼ cups of olive oil 400g/13oz new potatoes scrubbed and cut into 1in/2.5cm chunks 200g/7oz tomatoes cut into 2cm/¾in chunks 200g/7oz small onions, halved top to bottom 2 garlic cloves, finely chopped 2 sprigs thyme 2 sprigs sage sea salt freshly ground black pepper 60g/2oz/½ cup pitted black olives 60g/2oz flat leaf parsley, stems removed ",british
"6 fresh oysters, shucked 1 lemon, juice only 2 thick, centre-cut fillets of beef, about 200g/7oz 3 strips pancetta or lardo  50g/1¾oz unsalted butter 200ml/7fl oz chicken stock 100ml/3½fl oz Madeira  20g/¾oz plain flour  20g/¾oz cornmeal  salt and freshly ground black pepper 2 free-range egg whites 450g/1lb freshly mashed potato  150ml/5fl oz double cream  150ml/5fl oz full-fat milk 3 free-range egg yolks, beaten 2 tbsp olive oil salt and freshly ground black pepper 1 tbsp olive oil handful wild garlic leaves  handful cavolo nero  lemon wedge ",british
"140ml/4¾fl oz vegetable oil, plus extra for greasing 2 free-range eggs 200g/7oz light brown sugar 300g/10½oz grated carrot (grated weight) 100g/3½oz raisins 75g/2½oz pecans or walnuts, chopped (optional) 180g/6oz self-raising flour 1 pinch salt ½ tsp bicarbonate of soda 1 tsp ground cinnamon ½ tsp freshly grated nutmeg ½ tsp mixed spice 200g/7oz full-fat cream cheese, chilled 50g/1¾oz butter, at room temperature 1 tsp vanilla extract 50g/1¾oz icing sugar, sifted 1 orange, zest only ",british
"1 medium head cauliflower, broken into large florets 40g/1½oz butter 40g/1½oz plain flour 400ml/14fl oz milk 1 tsp English mustard 100g/3½oz mature cheddar cheese, grated salt and freshly ground black pepper ",british
"1 medium cauliflower (around 700g/1lb 9oz), cut into florets, stem sliced and green outer leaves thickly shredded 50g/1¾oz butter 50g/1¾oz plain flour 500ml/18fl oz milk 120g/4½oz mature Cheddar cheese, coarsely grated 1 tsp English or Dijon mustard flaked sea salt and ground black pepper ",british
"1 large onion, finely chopped 1 stick celery, finely chopped 1 garlic clove, crushed 25g/1oz unsalted butter 1 tbsp olive oil 500g/1lb 2oz trimmed cauliflower florets, cutin 3cm/1¼in chunks 1 medium-sized floury potato, such as Maris Piper, peeled and roughly chopped pinch cayenne pepper 1 bay leaf 400ml/14fl oz full-fat milk 400ml/14fl oz vegetable stock (from bouillon powder) 100g/3½oz mature cheddar, grated 1 tsp Dijon mustard 1 tsp Worcestershire sauce (optional) salt and freshly ground black pepper 3 x 1cm/½in thick slices sourdough bread ¼ tsp garlic granules 2 tbsp olive oil 50g/1¾oz mature cheddar, grated 1 tbsp finely snipped chives ",british
"1 medium cauliflower, stalk removed, florets separated 100g/3½oz butter 40g/1½oz plain flour 500ml/18fl oz milk 1 tbsp Dijon mustard 300g/10½oz extra mature cheddar, grated sea salt and freshly ground black pepper 3 slices brioche, blitzed to crumbs in a food processor 20 rashers streaky bacon or pancetta 2 tbsp maple syrup ",british
"25g/1oz butter  ½ onion, thinly sliced 1 cauliflower, cut into florets  100g/3½oz mature cheddar, grated 75ml/2½fl oz double cream salt and freshly ground white pepper  pinch nutmeg ",british
"1kg/2lb 3oz neck of lamb (on the bone), preferably Welsh, cut into serving pieces 2 litres/3 pints 10½fl oz lamb stock 225g/8oz potatoes, peeled and roughly chopped 225g/8oz onions, roughly chopped 225g/8oz leeks, trimmed and sliced into 1cm/½in slices 225g/8oz carrots, peeled and roughly chopped 225g/8oz swede, peeled and roughly chopped ",british
"1 x 10kg/22lb whole leg ham on the bone, cooked 30 cloves 500g/1lb 2oz runny honey 1 orange, zest only 100ml/3½fl oz vegetable oil, plus extra for frying 20 potatoes (suitable for roasting), peeled and halved 15 carrots, peeled 15 parsnips, peeled 100g/3½oz honey 75g/3oz butter 500g/1lb 2oz peeled chestnuts 2kg/4lb 8oz Brussels sprout tops salt and freshly ground black pepper reduced chicken stock or chicken gravy ",british
"1 head celery 6 shallots, peeled (and split if the bulbs are dividing) 1 or 2 thyme sprigs 1 rosemary sprig 4 sage leaves 3 slices pancetta or smoked steaky bacon 3 tbsp light olive oil 1 dessertspoon white wine vinegar salt and freshly milled black pepper ",british
"15 green cardamom pods 8 cloves 1 tsp freshly grated nutmeg (roughly half a whole nutmeg)  1½ tsp ground ginger ½ tsp flaked sea salt 400ml/14fl oz whole milk 150g/5½oz golden caster sugar, plus 1 heaped tbsp for sprinkling 1 tsp vanilla extract 2 tbsp Indian leaf tea, preferably Assam 1 long strip orange peel 1 cinnamon stick, broken in half 300g/10½oz brioche loaf, thickly sliced (or 10 slices of crustless, thickly cut white bread) 50g/1¾oz softened butter, plus extra for greasing 125g/4½oz mixed dried fruit 4 large free-range egg yolks 2 large free-range eggs 300ml/10fl oz double cream ",british
"300ml/10fl oz hot water 55g/2oz caster sugar 500ml/16fl oz pink sparkling wine or pink champagne 4 leaves of gelatine 150g/5oz raspberries, or any fruit you like ",british
"250g/9oz ham hock, finely chopped 250g/9oz sausagemeat  300g/10½oz smoked rindless pancetta, finely chopped 2 banana shallots, diced 2 garlic cloves, crushed ½ tsp allspice 1 tsp ground coriander  1 tsp ground cloves ½ tsp mixed spice  1 tsp curry powder  200ml/7fl oz double cream 100ml/3½fl oz white port  6 free-range yolks, beaten, plus extra for brushing plain flour,  for dusting  butter, for greasing  400g/14oz ready-made shortcrust pastry  200g/7oz ready-made puff pastry  salt and freshly ground black pepper  ",british
"110g/4oz chestnuts 2 pheasant breasts, bones removed 2 pheasant thighs, bones removed salt and freshly ground black pepper  2 tbsp olive oil 200g/7oz smoked bacon lardons 250g/9oz Brussels sprouts, finely shredded 400ml/14fl oz double cream  150ml/5fl oz red wine ",british
"1 tbsp olive oil  1 onion, diced  2 garlic cloves, chopped  250g/9oz beef mince  ½ -1 tsp chilli flakes, to taste  400g tin chopped tomatoes 500ml/18fl oz stock, made from a stock cube (ideally beef, but chicken is fine)  ½ tsp dried mixed herbs  2 x 400g tins red kidney beans, drained and rinsed 200g/7oz long grain rice  200g/7oz natural yoghurt salt and pepper  ",british
"150ml/5fl oz dark rum 1 vanilla pod, split in half and the seeds scraped out 250g/9oz chopped dates 125g/4½oz butter, softened, plus extra for greasing 125g/4½oz soft dark brown sugar 3 free-range eggs 150g/5½oz plain flour, plus extra for dusting 2 tsp bicarbonate of soda 2 bananas, peeled and thinly sliced demerara sugar, for dusting 175g/6oz demerara sugar 1 tbsp golden syrup 1 tbsp black treacle 170g/5¾oz butter 500ml/18fl oz double cream pinch salt ",british
"1kg/2lb 4oz strawberries, hulled 1kg/2lb 4oz jam sugar ½ tsp lemon juice 25g/1oz butter 150ml/5½fl oz champagne 400g/14oz strong white flour, plus extra for dusting 3 tsp baking powder 75g/2½oz sugar 75g/2½oz butter 2 free-range eggs, beaten 250ml/9fl oz milk 1 free-range egg, beaten for egg wash clotted cream, to serve ",british
"500g/1lb 2oz sweet shortcrust pastry  3 tbsp icing sugar, plus extra for dusting 175g/6oz butter, softened 175g/6oz caster sugar 4 free-range eggs 175g/6oz ground almonds 300g/11oz ready-made raspberry jam 40g/1½oz flaked toasted almonds 200g/7oz clotted cream 250ml/9fl oz double cream ",british
"125g/4oz plain flour, plus extra for rolling 125g/4oz wholemeal flour 150g/5oz butter 1 free-range egg, beaten 850g/1lb 14oz floury potatoes, such as Maris Piper or King Edward, peeled and cut into quarters 25g/1oz butter 1 tbsp sunflower oil 3 onions, halved and sliced 2 garlic cloves, crushed 100g/3½oz baby spinach leaves 175g/6oz mature cheddar cheese, coarsely grated 2 tbsp chopped fresh parsley leaves 250ml/9fl oz double cream pinch freshly grated nutmeg flaked sea salt and freshly ground black pepper ",british
"200g/7oz plain flour, plus extra for dusting 1 tsp caster sugar 125g/4½oz cold butter, cut into cubes 1 free-range egg, beaten 50g/1¾oz cornflour 350ml/12fl oz cold water 200g/7oz caster sugar 4 lemons, zest and juice  1 free-range egg plus 3 free-range eggs yolks 3 free-range eggs whites 175g/6oz caster sugar ½ tsp vanilla extract ",british
"225g/8oz butter or margarine, softened 225g/8oz caster sugar 4 eggs 225g/8oz self-raising flour 2 tsp baking powder 4 tbsp strawberry or raspberry jam a little caster sugar 2 loose bottomed 20cm/8in sandwich tins, 4 cm deep ",british
"2oz/50g mature Cheddar, grated  1oz/25g parmesan (Parmigiano Reggiano), finely grated  1 pint/570ml milk  1½oz/40g plain flour  1½oz/40g butter  pinch of cayenne pepper  a little freshly grated nutmeg  salt and freshly milled black pepper ",british
