recipe,type
"¼ red onion, thinly sliced 400g tin cannellini beans, drained and rinsed 1 large avocado, peeled, stoned and thickly sliced 100g/3½oz cherry tomatoes, quartered  20g/¾oz fresh basil, roughly chopped ¼ lemon, juice only ½ tbsp extra virgin olive oil  salt and freshly ground black pepper ",american
"1 tbsp corn oil 350g/12¼oz smoked streaky bacon, diced 2 spring onions, finely chopped 115g/4¼oz corn kernels ½ tsp dried chilli flakes 300g/10½oz polenta 350g/12¼oz plain flour 1 tbsp caster sugar 1 tsp baking powder ½ tsp baking soda ½ tsp salt 375ml/13½fl oz buttermilk  2 eggs, lightly beaten 1 tbsp maple syrup ½ tsp ground black pepper 2 tbsp unsalted butter, melted ",american
"250g/9oz plain flour 1 tsp baking powder 1 tsp salt 1 tbsp caster sugar 3 free-range eggs 425ml/15fl oz whole milk 115g/4oz unsalted butter, melted 8 slices cooked American-style bacon (or rindless smoked streaky bacon), chopped 1 shallot, finely diced 3 peppercorns 1 bay leaf 2 tbsp white wine vinegar 2 large free-range egg yolks 125g/4½oz butter, melted sea salt and freshly ground black pepper 2 tbsp white wine vinegar 4 free-range eggs 12 slices streaky bacon 2-3 tbsp finely chopped chives ",american
"125g/4½oz caster sugar 4 medium free-range eggs 125g/4½oz plain flour 25g/1oz butter, melted  2 Bramley apples, peeled, cored, thinly sliced 75g/2¾oz butter, melted 4 tbsp caster sugar 300g/10½oz caster sugar 6 free-range egg whites 50ml/2fl oz Calvados 1 x 500g/1lb 2oz tub firm vanilla ice cream 75g/2¾oz unsalted butter 2 eating apples, peeled and sliced 2 tbsp brandy ",american
"1 pasilla chilli, seeds removed 100g/3½oz salted butter 1 large red onion, diced 3 garlic cloves, chopped 20g/½oz achiote paste, softened (avaliable at specialist stores and online) 2 tbsp orange juice 2 poblano chillies, deseeded and finely sliced (or alternatively 3–4 tbsp pickled jalapeño peppers) 3 large tomatoes, deseeded and roughly chopped 250g/9oz fresh white crab meat small handful fresh coriander, roughly chopped ½ tsp salt 30g/1oz panko breadcrumbs 30g/1oz Parmesan (or alternaive vegetarian hard cheese), grated ",american
"450g/1lb soft cream cheese 4 large free-range eggs 1 vanilla pod, seeds scraped out 225g/8oz good quality white chocolate 225g/8oz crème fraîche butter, for greasing 55g/2oz biscuit crumbs, to dust over the buttered tin (use any type you love - chocolate digestives are good) ",american
"285g/10oz plain flour  1 tsp bicarbonate of soda ½ tsp salt 110g/4oz butter, plus extra for greasing 225g/8oz caster sugar 2 free-range eggs 4 ripe bananas, mashed  85ml/3fl oz buttermilk (or normal milk mixed with 1½ tsp lemon juice or vinegar) 1 tsp vanilla extract ",american
"200g/7oz butter, softened, plus extra for greasing 400g/14oz plain flour, plus extra for dusting 4 ripe bananas, peeled 200ml/7fl oz maple syrup 25-50ml/1-2fl oz milk (optional) 150g/5¼oz caster sugar 4 free-range eggs 2 tsp baking powder 100g/3½oz pecan nuts, roughly chopped 200ml/7fl oz double cream ",american
"75g/3oz melted butter  250g/9oz self-raising flour  1 tsp baking powder  ½ tsp bicarbonate of soda  pinch of salt  ½ tsp ground cinnamon  ½ tsp ground nutmeg  115g/4oz caster sugar  1 tsp vanilla extract  2 large, ripe bananas  2 medium free-range eggs 125ml/4fl oz milk  10 walnut kernels (optional)  2 bananas, sliced  50g/2oz walnut kernels  2 tbsp crème fraïche or yoghurt  2 tbsp runny honey ",american
"55g/2oz butter, cubed 275g/9¾oz self–raising flour 1 tsp baking powder 2 free-range eggs 2 tbsp soft light brown sugar 300ml/½ pint whole milk 1 large banana, roughly chopped 1-2 tbsp sunflower oil 8 rashers rindless streaky bacon maple or golden syrup, to serve ",american
"60g/2½oz butter  125g/4½oz brown sugar  ½ tsp ground cinnamon  4 tbsp banana liqueur  4 bananas, peeled and quartered  4 tbsp dark rum  4 scoops ready-made vanilla ice cream, to serve ",american
"2kg/2lb 4oz baby back pork ribs, in racks 2 celery stalks, trimmed, halved 1 onion, thickly sliced 2 red chillies, cut in half lengthways 1 garlic bulb, cut in half horizontally 250ml/9fl oz apple juice 125ml/4½fl oz tomato ketchup 150g/5oz dark muscovado sugar 2 tbsp Worcestershire sauce 1 tsp hot smoked paprika 1 tsp sweet smoked paprika 75ml/2½fl oz white wine vinegar 50ml/2fl oz bourbon whiskey 3 free-range egg yolks 1 tbsp Dijon mustard 2 tbsp cider vinegar 300ml/10½fl oz rapeseed oil 1 celeriac, julienned and placed in acidulated water 2 tbsp roughly chopped fresh flatleaf parsley sea salt and freshly ground black pepper ",american
"8-10lb/3.6-4.5kg lamb ribs 1 litre/1 pint 15fl oz cola  85g tomato ketchup  2 tbsp black peppercorns, crushed in a mortar and pestle 1 tbsp cayenne pepper (optional)  350ml/12fl oz bourbon whiskey 165ml/6fl oz maple syrup (or 6 tbsp brown sugar)  3-4 tbsp soy sauce  2 bay leaves  4 large rosemary sprigs  4-5 garlic cloves, crushed or pounded in a mortar and pestle ",american
"100ml/3½fl oz cider vinegar 2 tbsp dark brown sugar 1 tsp smoked paprika 1 tbsp Dijon mustard 1 tbsp dark soy sauce ½ tsp sea salt and black pepper 4 boneless chicken thighs, skin on ½ small red cabbage, finely sliced 2 carrots, coarsely grated 1 small/½ large red onion, finely sliced 8 radishes, sliced 3 spring onions, very finely sliced 2 limes, juice only  2 tsp black onion seeds 1 tbsp sunflower seeds  1 tbsp pumpkin seeds  small bunch fresh coriander, finely chopped small bunch fresh mint, finely chopped ",american
"1 small onion, chopped 3 cloves garlic, crushed olive oil 1 red chilli, finely chopped 1 tsp fennel seeds, crushed 55g/2oz dark brown sugar 50ml/1¾fl oz dark soy sauce 300ml/10fl oz tomato ketchup salt and pepper ",american
"1kg/2¼lb minced beef 1 large onion, grated 3 tbsp fresh parsley and thyme  salt and pepper, to taste ",american
"500g/1lb 2oz lean beef mince 50g/1¾oz fresh white breadcrumbs 2 tsp Dijon mustard 1 tbsp sun-dried tomato paste 1 small onion, finely chopped 1 tbsp chopped fresh marjoram 3 tbsp chopped flatleaf parsley 1 free-range egg yolk 2 tbsp oil salt and freshly ground black pepper 4 tbsp full-fat mayonnaise ½ lemon, juice only dash sugar 1 tbsp hot horseradish sauce 1 large carrot, peeled and coarsely grated 150g/5½oz raw beetroot, peeled and grated 2 sticks celery, very finely chopped 2 spring onions, chopped 3 tbsp chopped flatleaf parsley 2 tsp Dijon mustard salt and freshly ground black pepper 6 burger or brioche buns, cut in half 2 large beefsteak tomatoes, thickly sliced 1 Little Gem, leaves separated 6 large gherkins, thinly sliced ",american
"4 Jacob’s ladder beef ribs 1 onion, chopped 1 head of garlic, cut in half horizontally 1 tsp fennel seeds 2 star anise 4 baking potatoes a little oil sea salt and freshly ground black pepper 200ml/7fl oz double cream 1 lemon, juice only 3 tbsp chives, finely sliced 25g/1oz butter, plus extra to serve 1 onion, roughly chopped 1 garlic clove, crushed 2 red chillies, finely sliced 1 tsp fennel seeds, crushed 2 star anise 150g/5½oz light muscovado sugar 300g/10½oz tomato ketchup 150g/5½oz chipotle chilli ketchup 150ml/5fl oz dark soy sauce ",american
"1½ tbsp sweet smoked paprika ½ tbsp hot smoked paprika ½ tsp chilli flakes 2 tbsp Dijon mustard 1 tbsp red wine vinegar 3 limes, juice only, plus extra lime wedges for serving 3 lemons, juice only, plus extra lemon wedges for serving 5 tbsp olive oil 2kg/4lb 8oz chicken 4 baking potatoes, scrubbed 2 garlic bulbs 440ml can of beer, half full 3 tbsp finely chopped chives 250g/9oz butter, softened sea salt and freshly ground black pepper 1 head lettuce, root removed, leaves separated and washed 4 ripe tomatoes, cut into chunks ¼ cucumber, cut in half lengthways, then into half-moon slices 2 tbsp extra virgin olive oil ",american
"2 tbsp sea salt flakes 2 tbsp dark brown sugar 1 tsp black peppercorns 4 garlic cloves, lightly crushed 2 bay leaves 2 tbsp yellow mustard seeds, 1 tbsp soaked in cold water overnight 4 sprigs fresh thyme 4 sprigs fresh flatleaf parsley 500ml/18fl oz beer, preferably a good-quality ale 1 x 1-1.2kg/2lb 4oz-2lb 10oz six-rib pork loin rack, French-trimmed (ask your butcher to do this for you) 75g/2½oz unsalted butter 100g/3½oz brioche, roughly torn 1 tsp English mustard powder 1 tbsp brown mustard seeds, soaked in water overnight 700g/1lb 9oz Swiss chard, trimmed, chopped into 2cm/¾in slices 2 large potatoes, peeled and cut into 1.5cm/½in pieces 1 onion, sliced 50g/1¾oz unsalted butter 50g/1¾oz plain flour 400ml/14fl oz full-fat milk 200ml/7fl oz chicken stock 100g/3½oz Gruyère, grated salt and freshly ground black pepper ",american
"200g/7oz dark chocolate (minimum 70% cocoa solids), broken into squares 200g/7oz unsalted butter, cubed, plus more for greasing 200g/7oz light brown sugar 250g/9oz peeled cooked beetroot, roughly chopped 3 free-range eggs 2 tbsp cocoa powder pinch salt 4 tbsp plain flour 100g/3½oz ground almonds ",american
"200g/7oz frozen berries (raspberries, blackberries, cherries, blueberries, blackcurrants all work well, or a mix) 50g/2oz caster sugar 2 tbsp cornflour 110g/4oz plain flour 70g/2½oz cold unsalted butter, cut into smallish cubes 30g/1oz caster sugar 220g/8oz plain flour ¾ tsp baking powder ½ tsp cinnamon 50g/2oz ground almonds 200g/7oz caster sugar 80g/3oz butter, melted 2 free-range eggs 40g/1½oz yoghurt thinned with 2 tbsp milk ",american
"220g/8oz dark cooking chocolate (at least 70% cocoa solids), broken into pieces 4 free-range eggs 50ml/2fl oz vegetable oil 120g/4½oz soft brown sugar 1½ tsp almond extract 1 tbsp cocoa 80g/3oz plain flour 1 tsp baking powder pinch salt ",american
"200g/7oz digestive biscuits 100g/3½oz butter, melted 125g/4½ oz blackberries 2 tsp caster sugar 1 vanilla pod, split 500g/1lb 2oz full-fat cream cheese 3 free-range eggs ½ lemon, juice only 75ml/2½fl oz double cream 56g/2oz plain flour 196g/7oz caster sugar 35g/1oz honey 70g/2oz liquid glucose 200g/7oz caster sugar 20g/1oz bicarbonate of soda freshly ground black pepper (optional) ",american
"50g/1¾oz blue cheese, crumbled (keep some aside to scatter over the endive leaves) 2 tbsp white wine vinegar or cider vinegar 3 tbsp walnut or hazelnut oil 3 tbsp sunflower oil dash of lemon juice salt and freshly ground black pepper, to season 2 endives, leaves only ",american
"1 large free-range egg 1 large garlic clove, peeled and crushed 1 tbsp lime juice 2 tsp Worcestershire sauce 4-5 anchovy fillets, chopped 3 tbsp olive oil, plus a little extra for frying freshly ground black pepper 2 thick slices of white bread, crusts removed, cubed 1 cos lettuce, washed, dried, and torn into pieces 25g/1oz parmesan cheese, coarsely grated ",american
"3 tsp ground cumin 4 tsp smoked paprika 2 tsp dried thyme 2 tsp dried oregano 1 tsp red chilli flakes 1 tsp garlic salt 1 tbsp olive oil 1 lemon, finely grated lemon zest and juice  4 skinless chicken breasts 4 sweet potatoes, scrubbed and cut into thick wedges 1 tbsp light olive oil 1–2 tbsp sweet smoked paprika sea salt and freshly ground black pepper ",american
2 tbsp mayonnaise (use vegan if required) 1 tbsp tomato ketchup 1 tsp Dijon mustard 1 tsp Cajun seasoning  ,american
1 tbsp sea salt 1 tbsp sweet paprika 1 tbsp garlic powder 2 tsp ground white pepper 2 tsp onion powder 1 tsp ground cumin 1 tsp cayenne pepper 1 tsp dried oregano 1 tsp dried thyme 1 tsp dried basil (optional) ,american
"4  x 150g/5oz hot smoked (i.e. cooked) salmon fillets 4 tbsp clear honey 1 tbsp soy sauce 5cm/2in piece fresh ginger, peeled, grated 200g/7oz read-made mayonnaise  2½ tbsp light soy sauce 1 tsp sugar 1 tbsp rice vinegar 2 tsp water 400g/14oz baby spinach leaves 100g/3½oz sun-blushed tomatoes 50g/2oz pine nuts, toasted 4 spring onions, finely sliced 1 lime, cut into wedges  small bunch coriander, leaves only ",american
"1 large chicken breast, skin removed 2 large slices sourdough bread 1 tbsp extra virgin olive oil 1 small Little Gem lettuce, leaves separated 2 tomatoes, preferably a sweet, deep-flavoured heirloom variety, thinly sliced 1 avocado, peeled, stone removed, sliced salt and black pepper 1½  tbsp soured cream 1½ tbsp mayonnaise 1 tsp Chipotles en adobo sauce ",american
"3 orange sweet potatoes, washed 3 white sweet potatoes, washed 150g/5oz dark brown sugar 125g/4oz butter 1 tbsp cinnamon vanilla essence  1 orange, juice only 150g/5oz marshmallows ",american
"150ml/¼ pint sunflower oil 100g/4oz soft light brown sugar 2 eggs, lightly beaten 75g/3oz golden syrup 175g/6oz wholemeal self-raising flour 1 level tsp ground cinnamon ½ tsp ground allspice ½ tsp ground ginger 1 tsp bicarbonate of soda 200g/7oz finely grated carrots 75g/3oz sultanas 25g/1oz desiccated coconut 2 tsp fine-cut orange marmalade 150g/5oz cream cheese 50ml/2fl oz coconut cream 40g/1½oz icing sugar freshly grated or ground nutmeg or ground cinnamon, to finish ",american
"4 skinless chicken breasts 2 tbsp extra virgin olive oil salt and freshly ground black pepper 2-3 hearts of cos or romaine lettuce, shredded 45g/1½oz parmesan shavings 8 flour tortilla wraps 1 small clove garlic, crushed 3 anchovy fillets 1 large egg yolk ½ tsp Dijon mustard 2 tsp lemon juice salt and freshly ground black pepper 150ml/5¼fl oz olive oil ",american
"6 tbsp hollandaise sauce  6 large, very fresh eggs  12 slices pancetta, grilled until crisp  3 English muffins, split in half horizontally  a little butter  ",american
"2 tbsp olive oil 20g/¾oz baby spinach leaves 1 garlic clove, chopped 300g/10½oz chutney 1 day-old French-style baguette, cut into 1cm/½ in rounds 4 free-range eggs 450ml/16fl oz full-fat milk 150g/5½oz strong cheddar cheese, grated 350g/12oz soft goats’ cheese, torn into pieces 2 sprigs rosemary  salt and freshly ground black pepper ",american
"2 large free-range egg yolks 150g/5½oz cold butter, cut into cubes ½ lemon, juice only 2 tbsp chopped chives sea salt 250g/9oz plain flour 1 tsp baking powder 1 tsp salt 1 tbsp caster sugar 3 free-range eggs 425ml/15fl oz whole milk 115g/4oz unsalted butter 6 slices ham, shredded  100g/3½oz Cheddar, grated  4 fresh large free-range eggs 1 tsp white wine vinegar sea salt 75g/2½oz unsalted butter 4 handfuls fresh spinach ",american
"225g/8oz dark chocolate (minimum 70% cocoa solids) 150g/5½oz unsalted butter 3 free-range eggs 225g/8oz caster sugar 100ml/3½fl oz strong espresso coffee 100g/3½oz plain flour 150g/5½oz full fat cream cheese 50g/1¾oz caster sugar 1 free-range egg ½ orange, zest only ",american
"150g/5½oz sirloin steak 1 tsp olive oil, for frying salt and freshly ground black pepper ½ onion, thinly sliced 4 button mushrooms, thinly sliced ½ green pepper, thinly sliced 25g/1oz semi-soft cheese (such as port salut, taleggio or brie) 1 panini roll or demi-baguette, lightly toasted ",american
"150g/5oz good-quality black cherry jam 100ml/3½fl oz water 1 tbsp ground arrowroot, mixed to a paste with 2 tbsp water 750g/1½lb fresh red cherries, stalks and stones removed 250g/9oz plain flour, plus extra for dusting 175g/6oz fridge-cold unsalted butter, cut into cubes 1 tbsp caster sugar, plus 2 tsp for topping 1 large free-range egg, beaten 1 tbsp cold water ",american
"400g/14oz chestnut mushrooms 1 tbsp olive oil 4 banana shallots, finely chopped 100g/3½oz pancetta or bacon lardons 2 garlic cloves, crushed 6 skinless, boneless chicken thighs, cut into 3cm/1in pieces 1 tbsp Dijon mustard 100ml/3½fl oz chicken stock 150g/5½oz crème fraîche 300g/10½oz fettucine or tagliatelle 1 unwaxed lemon, finely grated zest and juice  small handful fresh tarragon, leaves picked, roughly chopped, plus extra for garnish salt ",american
"4 skinless, boneless chicken breasts 2 garlic cloves, grated 2 tbsp olive oil 8 rashers smoked streaky bacon 4 large wholemeal burger buns 2 Little Gem lettuces, leaves separated 2 large tomatoes, sliced 1 ripe avocado, quartered and sliced salt and freshly ground black pepper 2 tbsp reduced-fat mayonnaise 2 tbsp soured cream ½ garlic clove, finely grated 2 tbsp finely chopped dill 1 tbsp finely chopped chives 3 dashes Worcestershire sauce pinch cayenne pepper 2 dashes Sriracha hot sauce ½ tsp white wine vinegar 1 tsp mild American mustard ",american
"1 tbsp olive oil 2 chicken thighs, boneless, skin removed, cut into 2½cm/1in pieces 75g/2½oz chorizo or smoked sausage such as kobanos, sliced 1 small onion, finely chopped 1 celery stick, finely chopped 1 garlic clove, finely chopped 1 red pepper, thinly sliced 200g tin chopped tomatoes ½ tsp cayenne pepper, or to taste 150g/5½oz basmati rice 200ml/7fl oz chicken stock (made from ½ stock cube) salt and freshly ground black pepper handful fresh parsley, finely chopped, optional ",american
"1 tbsp olive oil 1 small onion, finely chopped 2 garlic cloves, crushed or grated 750g/1lb 19oz minced chicken 50g/1¾oz bacon, finely chopped 1 tsp ground oregano 1 tsp lemon zest 1 tsp Dijon mustard 1 tsp Worcestershire sauce 50ml/2fl oz double cream 100g/3½oz breadcrumbs 2 free-range egg whites 100g/3½oz gruyère, grated 5 slices of rindless streaky bacon 100ml/3½fl oz ketchup 1 tsp Worcestershire sauce 1 tbsp Dijon mustard 1 tbsp maple syrup 1 tbsp cider vinegar ",american
"3 free-range egg yolks 1 tbsp white wine vinegar 1 tbsp Dijon mustard 1 lemon, juice only 10 salted anchovy fillets 1 tbsp smoked paprika 500ml/18fl oz vegetable oil vegetable or sunflower oil, for deep-frying 200g/7oz semolina flour, plus extra for dusting 100g/3½oz tapioca flour (available online or from health-food specialists) ½ tsp bicarbonate of soda 330ml/11fl oz sparkling water 4 skinless chicken breasts, cut into nugget-sized pieces pinch cayenne pepper pinch sea salt flakes ",american
"2 tbsp olive oil 2 garlic cloves, crushed  400g tin chopped tomatoes 4 chicken breasts 50g/1¾oz panko breadcrumbs 1 free-range egg, beaten  25g/1oz butter pinch dried chilli flakes 100g/3½oz mozzarella, cut into 5mm/¼in-thick slices handful fresh basil or oregano leaves salt ",american
"250g/10oz plain flour pinch salt 100g/3½oz butter, plus extra for greasing 2 medium free-range eggs, lightly beaten 100g/3½oz icing sugar 650g/1lb 7oz blueberries, reserving 30 blueberries for decoration 130ml/4fl oz apple juice 150g/6oz caster sugar 1½ tsp vanilla extract 1 tsp ground cinnamon  1 x 8g sachet pectin 2½ tbsp cornflour 650g/1lb 7oz raspberries, reserving 20 raspberries for decoration 150g/6oz caster sugar  1 lemon, juice only 1½ sachets powdered gelatine, soaked in 5 tbsp cold water 100ml/3½fl oz double cream, whipped to soft peaks  850ml/1½ pints of double cream, very cold - straight from the fridge 80g/3¼oz icing sugar 2 tsp vanilla extract 150g/6oz raspberries 50g/2oz caster sugar 1 tbsp cornflour 150g/6oz blueberries 50g/2oz caster sugar 1 tbsp cornflour ",american
"250g/9oz dark chocolate biscuits, such as Oreos, broken into quarters 50g/1¾oz butter, melted 150g/5½oz butter 175g/6oz soft light brown sugar ½ tsp sea salt 200g/7oz dark chocolate, broken into small pieces 2 dried red chillies, soaked in boiling water and thinly sliced, water reserved  450ml/16fl oz double or whipping cream 50g/1¾oz cocoa nibs 150g/5½oz golden caster sugar 1–2 tbsp water from soaked chillies (see above) 75g/2¾oz macadamia nuts, chopped 200ml/7fl oz double cream 1 tbsp icing sugar 1 lime, finely pared zest only sprinkle Mexican chilli powder ",american
"350g/12oz dark chocolate (55-60% cocoa solids) 250g/9oz unsalted butter 3 free range eggs 250g/9oz dark muscovado sugar 110g/4oz plain flour, sifted 1 tsp baking powder pinch of salt  175g/6oz fresh raspberries ",american
"900g/2lb damsons, washed and stalks removed 100g/4oz caster sugar 225g/8oz self-raising flour  2 tsp baking powder 75g/3oz chilled butter, diced 100g/4oz caster sugar, plus 1 tablespoon a pinch of salt 1 medium egg 100ml/4fl oz buttermilk 15g/1/2oz flaked almonds ",american
"375g/13oz butter 375g/13oz dark chocolate 6 free-range eggs 350g/12oz caster sugar 1 tbsp vanilla extract 225g/8oz plain flour 1 tsp salt 250g/9oz white chocolate, chopped 2 tsp icing sugar, to decorate (optional) ",american
"350g/12oz dark chocolate (minimum 55% cocoa solids) 250g/9oz unsalted butter, plus extra for greasing 3 large free-range eggs 250g/9oz dark soft brown sugar 110g/4oz plain flour 1 tsp baking powder 150g/5½oz fresh cherries, cut in half, stones removed  150g/5½oz white chocolate, roughly chopped 1-2 tbsp cocoa powder, for dusting ",american
"1 tbsp yeast 4 tbsp caster sugar 150ml/5¼fl oz milk, warmed 225g/8oz plain flour, plus extra for dusting ¼ tsp salt 50g/2oz butter, melted 1 free-range egg, beaten 300ml/10½fl oz vegetable oil, for deep-frying jam of your choice ",american
"250g/9oz cold unsalted butter, cut into 6–8 pieces 150g/5½oz light soft brown sugar 125g/4½oz caster sugar 2 large free-range eggs 1½ tsp vanilla extract pinch sea salt 300g/10½oz plain flour 225g/8oz sugar-coated mini chocolate eggs ",american
"butter to grease 50g/2oz butter 225g/8oz baby spinach leaves 4 tbsp bacon, finely chopped  8 eggs 4 tbsp double cream 4 tbsp grated parmesan and gruyere  4 tbsp breadcrumbs thyme leaves to garnish ",american
"275g/9¾oz unsalted butter, softened 275g/9¾oz soft light brown sugar 225g/8oz granulated sugar 2 large free-range eggs 1 tbsp vanilla extract 475g/1lb 1oz plain flour 2 tsp baking powder 300g/10½oz good-quality milk chocolate, chopped roughly into chunks sea salt ",american
"2 chicken breasts (wing bone attached), skin on, cut in two diagonally 2 chicken legs, skin on 2 chicken thighs, skin on 1 litre/1¾ pints sunflower oil, for deep frying 7 tbsp plain white flour 1 tbsp dried oregano, crumbled 1 tbsp dried thyme leaves 1 tbsp dried rosemary leaves, crumbled 2 tsp cayenne pepper 2 tsp ground white pepper 1 tbsp sea salt flakes 100ml/3½fl oz evaporated milk 2 free-range eggs, beaten  French fries ready-made tomato ketchup, mayonnaise or barbecue sauce (optional) ",american
"200g/7oz digestive biscuits 75g/2½ oz unsalted butter 400g/14oz full-fat cream cheese, at room temperature 300g/10½ oz mascarpone, at room temperature 200g/7oz icing sugar, sifted 1 tsp vanilla extract 100g/3½oz malted milk balls (optional) ",american
60g/2oz self-raising white flour 1 free-range egg 125ml/4fl oz milk 2 tsp cooking oil  crispy bacon poached egg sliced avocado baby spinach leaves sliced banana maple syrup ,american
"1 tbsp olive oil 1 onion, finely chopped 418g can creamed-style sweetcorn 300g can new potatoes, drained and diced 1 chicken or vegetable stock cube good pinch crushed chilli flakes freshly ground black pepper ",american
"6-8 small apples, fridge cold 8 wooden lolly sticks 400g/14oz chewy dairy toffees 1 tsp sea salt flakes chopped toasted nuts, toasted coconut, freeze-dried raspberries or whatever decorations you like (optional) ",american
"6 free-range eggs, at room temperature 2 tbsp white wine vinegar 6 English muffins, halved butter, for spreading 6 slices ham or smoked salmon 1–2 tbsp finely snipped fresh chives 225g/8oz butter, cubed 4 tbsp white wine vinegar 1 small shallot or ½ banana shallot, very finely chopped 10 black peppercorns 1 bay leaf 3 free-range egg yolks pinch sea salt pinch caster sugar ",american
"8 thin rashers smoked streaky bacon dash of vinegar 4 large free-range eggs 2 English muffins, halved knob of butter, plus extra for spreading 200g/7oz baby spinach 2 free-range egg yolks 1 tsp white wine vinegar 100g/3½oz unsalted butter, melted salt and freshly ground black pepper ",american
"250g/9oz ground almonds 1 free-range egg white 120g/4½oz caster sugar 1 orange, zest and juice 125g/4½oz flour 125ml/4fl oz milk 3 free-range eggs pinch cinnamon pinch salt 30g/1oz butter 25g/1oz salted butter pinch caster sugar 6–8 figs  few thyme sprigs, leaves picked 100ml/3½fl oz masala wine 100g/3½oz mascarpone 50g/1¾oz flaked almonds icing sugar, for dusting ",american
"10 anchovy fillets, finely chopped 2 shallots, finely chopped 2 tbsp red wine vinegar  4 tbsp olive oil 1 garlic clove, crushed 1 tsp Dijon mustard 1 tbsp finely chopped fresh tarragon  vegetable oil, for deep-frying 4 tbsp plain flour 4 banana shallots, thinly sliced  salt and freshly ground black pepper  olive oil  30g/1oz unsalted butter  300g/10½oz fillet of beef 1 garlic clove few sprigs thyme  6 Tenderstem broccoli spears 1 cooked lobster tail  olive oil  30g/1oz unsalted butter  1 garlic clove, crushed 1 tsp finely chopped flatleaf parsley  splash vermouth  ",american
