recipe,type
"2 x 400g/14oz cans tomatoes 3 tbsp extra virgin olive oil 2 garlic cloves, finely chopped 1 tsp dried chilli flakes 4 tbsp roughly chopped fresh basil salt and freshly ground black pepper 1 tsp caster sugar 500g/1lb 2oz pork mince 90g/3oz streaky bacon, finely chopped 2 tsp thyme leaves 2 tbsp flatleaf parsley, roughly chopped 300g/10½oz dried spaghetti ",italian
"6 baby purple artichokes 1 lemon, cut in half, one half left intact, one half zested and juiced 200ml/7fl oz extra virgin olive  oil 25g/1oz butter 2 shallots, finely chopped 1 garlic clove, finely chopped 3 sprigs fresh thyme, leaves only 100g/3½oz risotto rice 200ml/7fl oz white wine 750ml/1¼ pints chicken or vegetable stock, warmed 150g/5oz broad beans, skins and inner membranes removed 4 heaped tbsp freshly grated parmesan (or vegetarian alternative), plus extra to serve 2 tbsp finely chopped fresh chives 50ml/2fl oz double cream salt and freshly ground black pepper 1 chive flower, leaves separated, to serve (optional) ",italian
"110g/4oz artichokes, marinated in oil 1 clove garlic, peeled and crushed 1 tbsp finely chopped parsley  1 tbsp  finely chopped thyme, leaves only 450g/1lb linguine pasta, cooked  ½ lemon, juice only  parmesan shavings, to serve (or similar vegetarian hard cheese) ",italian
"1 lemon, juice only or 1 tbsp white wine vinegar 3 globe artichokes 1.2 litres/2 pints vegetable stock 40g/1½oz butter 3 tbsp olive oil 1 onion, chopped 1 garlic clove, chopped or grated 300g/10½oz Arborio or carnaroli rice 125ml/4fl oz dry white wine 200g/7oz fresh broad beans, double podded if not young (600–700g/1lb 5oz–1lb 9oz weight in pods) 200g/7oz fresh peas, podded (about 600g/1lb 5oz weight in pods) ½ small unwaxed lemon, juice and grated zest only ½–1 tsp salt 8 turns black peppermill 70g/2½oz freshly grated pecorino (or other vegetarian hard cheese) ",italian
"8 small globe artichokes, outer leaves peeled, stems trimmed  2 lemons, juice only 1 tsp fennel seeds 1 tsp coriander seeds 4 carrots, peeled, chopped 1 onion, peeled, finely sliced 4 garlic cloves, peeled, finely sliced 2 celery sticks, trimmed, stringy parts peeled away, sliced  3 bay leaves 6 black peppercorns, left whole 300ml/10½fl oz white wine 1 tsp caster sugar sea salt flakes  100ml/3½fl oz water dash extra virgin olive oil handful chopped fresh parsley leaves ",italian
"4 artichokes, preferably Mammole variety 1 lemon, cut in half 4 garlic cloves 1 tbsp salt 6 anchovy fillets 20 leaves fresh mint, finely chopped 20 leaves fresh parsley, finely chopped 20 leaves fresh marjoram, finely chopped 2 tbsp grated pecorino  2 tbsp breadcrumbs  2 tbsp olive oil  2 potatoes, peeled and cut into chunks 200ml/7fl oz white wine 50ml/2fl oz vegetable stock  ",italian
"1 tbsp olive oil 1 onion, finely chopped 250g/9oz risotto rice ¼ bottle white wine 290ml/10fl oz/½ pint chicken stock (or 2 stock cubes and ½ pint boiling water) 1 bunch asparagus, chopped 150g/5oz fresh peas (shelled weight) 100g/4oz mature cheddar, grated 25g/1oz parmesan ",italian
"3 tbsp olive oil  1 onion, finely chopped 3 garlic cloves, crushed  2 x 400g/14oz tins chopped tomatoes  salt and pepper 2 medium to large aubergines 1 ball mozzarella, drained and torn into pieces ",italian
"2 large aubergines, sliced 1cm/½in thick olive oil, for brushing 1 mugful of fresh flat leaf parsley 3 garlic cloves, finely chopped 1 lemon, grated zest only 1 tsp chopped fresh rosemary 4 balls buffalo mozzarella about 110g/4oz each salt and freshly ground black pepper. 1 tbsp olive oil 1 shallot, finely chopped 1 small plump fresh red chilli, deseeded and chopped 1 garlic clove, finely chopped 8 ripe plum tomatoes, skinned and chopped good pinch of sugar 2 tbsp chopped fresh basil ",italian
"4 tbsp extra virgin olive oil 400g/14oz canned chopped tomatoes 2 garlic cloves, roughly chopped 1 large handful fresh basil leaves, roughly chopped salt and freshly ground black pepper 2 aubergines, cut lengthways into 0.5cm/¼in slices salt and freshly ground black pepper 4 tbsp olive oil 1 large handful basil leaves, roughly chopped 110g/4oz sultanas 50g/2oz toasted pine nuts 1 large buffalo mozzarella, ½ cut into thin slices and ½ roughly chopped 110g/4oz rocket leaves 25g/1oz parmesan shavings 1 tbsp balsamic vinegar 3 tbsp extra virgin olive oil squeeze lemon juice salt and freshly ground black pepper ",italian
"2 large aubergines, sliced into thin slices about a 5mm/¼in thick 2 tbsp olive oil 100g/3½oz ricotta 100g/3½oz Parmesan, grated (or alternative vegetarian hard cheese) 100g/3½oz mozzarella, sliced  sea salt and freshly ground black pepper 2 garlic cloves, finely chopped 1 red onion, finely chopped a good splash olive oil 2 x 400g tins chopped tomatoes  2 tsp dried oregano  125ml/4fl oz red wine ",italian
"3 tbsp olive oil 1 brown onion, chopped 250g/9oz lamb mince 1 tsp ground cumin 1 tsp ground coriander ¼ tsp ground cinnamon 2 garlic cloves, finely chopped 1 long red chilli, seeds removed and finely chopped 2.5cm/1in piece fresh root ginger, finely chopped 55g/2oz baby spinach, roughly chopped 1 x 400g tin chopped tomatoes 2 large aubergines 2 fresh, ripe tomatoes, roughly chopped   2 tbsp freshly chopped basil 25g/1oz butter 25g/1oz plain flour 300ml/10fl oz milk 40g/1½oz Parmesan, grated salt and freshly ground black pepper ",italian
"60g/2¼oz butter 2 tbsp olive oil 1 garlic clove 60g/2¼oz unsmoked pancetta, finely chopped 1 small onion, very finely chopped 1 carrot, very finely chopped 1 celery stick, very finely chopped 1 bay leaf 400g/14oz lean chuck or braising beef, coarsely minced 2 tbsp tomato purée 150ml/5fl oz red wine, such as Sangiovese or Barbera 2 pinches grated nutmeg 150ml/5fl oz beef stock 150ml/5fl oz whole milk salt and freshly ground black pepper tagliatelle, to serve ",italian
"500g/1lb 2oz baby aubergines 3 tbsp olive oil 2 tsp dried oregano 1 small red onion, cut into thin half-moons 3 tbsp red wine vinegar 1 tsp sea salt flakes or ½ tsp pouring salt 4 tbsp extra-virgin olive oil 1 clove garlic, peeled 1½ tbsp cold water few sprigs fresh oregano (optional) ",italian
"300g/10½oz wholewheat pasta  1 tbsp olive oil 10 smoked streaky bacon rashers, thinly sliced 1 garlic clove, crushed pinch dried chilli flakes 150g/5½oz kale, leaves shredded 1 free-range egg yolk 100g/3½oz Parmesan, finely grated  salt and freshly ground black pepper ",italian
"8 Portobello or flat chestnut mushrooms, about 500g/1lb 2oz in total 1 garlic clove, finely chopped low-calorie cooking spray 4 lean smoked back bacon rashers 6 large free-range eggs 1 tbsp chopped chives, plus extra to garnish 1 tbsp wholegrain mustard knob of butter 4 large slices of sourdough bread salt and freshly ground black pepper ",italian
"1 large aubergine, cut lengthways into 6 slices about 5mm/¼ inch thick 2 tbsp plain flour 2 eggs, lightly beaten with some salt and pepper olive oil for frying 40g/1½oz parmesan cheese (or a similar vegetarian hard cheese), freshly grated 18 large fresh basil leaves  300g/11oz mozzarella cheese, roughly sliced salt  freshly ground black pepper 4 tbsp extra virgin olive oil 1 garlic clove, finely chopped 1 small onion, finely chopped ½ celery stalk, finely chopped 400g/14oz tin of plum tomatoes leafy green salad ",italian
"2 tbsp sunflower oil 1 onion, roughly chopped 1 sweet potato, peeled, cut into chunks 2 garlic cloves, crushed 1 x 400g tin chopped tomatoes  2 tbsp tomato purée 1 tsp dried oregano 1 bay leaf salt and freshly ground black pepper 1 slice bread, crust removed, torn into small pieces 4 tbsp milk 1 small onion, finely grated 1 carrot, peeled, finely grated 1 courgette, trimmed, finely grated 500g/1lb 2oz lean beef mince 1 large free-range egg yolk 100g/3½oz grated mozzarella or cheddar freshly ground black pepper ",italian
"16 conchiglioni rigati (large pasta shells) 1 quantity of Salsa di Pomodoro (see below) 3 tbsp freshly grated parmesan cheese 1 ball of mozzarella, sliced 150g/5oz ricotta  1 ball of mozzarella cheese, very finely diced 2 tbsp freshly grated parmesan  16 large fresh basil leaves salt and freshly ground black pepper 4 tbsp olive oil 2 garlic cloves, finely chopped 2 x 400g tins of plum tomatoes, chopped handful fresh basil, finely chopped salt and freshly ground black pepper ",italian
"50g/2oz butter  12 amaretti biscuits, crushed 2 tbsp honey, plus extra for drizzling good dash vin santo, or similar sweet dessert wine, plus extra for drizzling 4 peaches, halved and stones removed demerara sugar, to sprinkle ",italian
"1 tbsp olive oil 50g/2oz arborio risotto rice ½ red pepper, stalk and seeds removed, chopped 1 spring onion, trimmed, sliced 1 heaped tbsp frozen peas 2 small mushrooms, peeled, chopped or torn 50g/2oz cooked leftover chicken, chopped  125-150ml boiling water large pinch stock or bouillon powder ",italian
"1.5kg/3lb 5oz fresh salmon, cleaned 4 unwaxed lemons, quartered 5 garlic cloves, cut in half 1 large bunch fresh flatleaf parsley 200g/7oz clams 200g/7oz fresh prawns  200g/7oz mussels 200g/7oz fresh cherry tomatoes 2 glasses dry white wine 8 tbsp extra virgin olive oil salt and freshly ground black pepper to taste 1kg/2¼lb new potatoes 3 tbsp pesto sauce salt and freshly ground black pepper to taste ",italian
"4 x 200g/7oz thick-cut rose veal loin chops  4 tbsp extra virgin olive oil  2 tbsp fennel seeds large bunch fresh sage, roughly torn  6-8 sprigs fresh thyme, broken into smaller lengths  4 large sprigs fresh rosemary, broken into smaller lengths 2 garlic bulbs, cut in half horizontally, then broken into smaller pieces 2 unwaxed lemons, rind peeled from the fruit in long strips freshly ground black pepper sea salt flakes large handful finely chopped fresh marjoram leaves 5 tbsp extra virgin olive oil ½ lemon, juice only, plus lemon wedges, to serve ½ tsp sea salt flakes ",italian
"3 tbsp extra virgin olive oil 4 garlic cloves, peeled, roughly chopped 2 x 400g/14oz tins chopped tomatoes large handful fresh basil salt and freshly ground black pepper 200g/7oz fresh penne ",italian
"200g/7oz ‘00’ pasta flour, plus extra for dusting 2 free-range eggs, lightly beaten 12 large fresh basil leaves, plus 18-20 small basil leaves, plus extra to serve 225g/8oz buffalo-milk ricotta (or cows’ milk ricotta) 60g/2¼oz toasted pine nuts, to serve grated parmesan (or a similar vegetarian hard cheese), to serve 50g/1¾oz fresh basil leaves, chopped 10g/¼oz toasted pine nuts 25g/1oz parmesan, grated 1 garlic clove, crushed 25ml/1fl oz extra virgin olive oil 50ml/2fl oz olive oil salt and freshly ground black pepper ",italian
"2 litres/4¼ pints boiling water 50g/1¾oz dried porcini mushrooms 4 tbsp olive oil 800g/1lb 12oz beef cheek 1 large onion, roughly chopped 1 butternut squash, peeled, de-seeded, cut into 5cm/2in chunks 250g/9oz orzo pasta 1 large round sourdough loaf (the largest you can find) 3 tbsp chopped fresh parsley leaves, to serve ",italian
"300g/10½oz '00' flour, plus extra for dusting 3 free-range eggs 2 tbsp olive oil 1 onion, finely chopped 2 garlic cloves, finely chopped 1 large carrot, finely chopped 1 celery stalk, trimmed, finely chopped 200g/7oz smoked bacon lardons 500g/1lb 2oz beef mince 2 tbsp tomato purée 1 x 400g tin tomatoes 150ml/5fl oz red wine handful fresh basil leaves, roughly torn salt and freshly ground black pepper 3-4 tbsp freshly grated Parmesan, to serve ",italian
"12 small sirloin steaks 30g/1oz parmesan cheese, grated 4 garlic cloves, finely chopped handful flatleaf parsley, torn salt and freshly ground pepper 6 tbsp olive oil 150ml/¼ pint red wine 1 onion, finely chopped 1 celery stalk, very finely chopped 2 tbsp tomato purée, diluted in 400ml/14fl oz lukewarm water 2x400g cans chopped tomatoes handful fresh basil leaves, torn ",italian
"500g/1lb 2oz cooked beetroot 1 litre/1¾ pints chicken or vegetable stock 2 tbsp olive oil 30g/1oz butter 1 onion, finely chopped 2 garlic cloves, finely chopped 300g/10½oz risotto rice 1 large sprig thyme 100ml/3½fl oz dry white wine small bunch fresh parsley, finely chopped small bunch fresh dill, finely chopped (optional) squeeze lemon juice (optional) salt and freshly ground black pepper vegetable oil, for deep-fat frying handful kale leaves, trimmed, washed and very thoroughly dried 150g/5½oz creamy goats’ cheese, crumbled 50g/1¾oz Parmesan (or alternative vegetarian hard cheese) ",italian
"6 raw beetroot, peeled, roughly chopped 750ml/1¼ pints vegetable stock 30g/1oz butter 2 shallots, peeled, finely chopped 2 garlic cloves, peeled, finely chopped 2 sprigs fresh thyme, leaves only 250g/9oz arborio rice 100ml/3½fl oz white wine 3 tbsp mascarpone 110g/4oz parmesan, grated small handful fresh parsley, chopped salt and freshly ground black pepper 2 tbsp olive oil 1 tsp butter 1 beetroot, finely sliced  200g/7oz Wensleydale cheese, crumbled ",italian
"1 kg/2lb 4oz floury potatoes, such as King Edward, peeled and roughly chopped 400g/14oz cooked beetroot, peeled and roughly chopped 300g/11oz plain flour 1 free-range egg, lightly beaten pinch salt 110g/4oz butter 6 sage leaves 1 orange, juice only, plus zest of 2 oranges, to serve salt, to taste 4 tbsp freshly grated parmesan cheese ",italian
"2 ripe peaches, peeled, halved and stone removed, or the equivalent using tinned peaches in natural juice chilled champagne or sparkling wine 2 chilled champagne glasses ",italian
"4 Italian sausages 2 tbsp olive oil 1 red onion, cut into wedges 2 garlic cloves, crushed 400g tin chopped tomatoes 1 red pepper, cut into strips ½ tsp chilli flakes 2 tsp dried oregano 2 tbsp chopped fresh parsley, optional 200g/7oz whole wheat pasta of your choice ",italian
"250g/9oz plain flour (280g/10oz plain flour, if making the chocolate biscotti) ½ tsp baking powder 250g/9oz caster sugar 3 free-range eggs, beaten 220g/8oz shelled and chopped pistachios 125g/4½oz dried cranberries, chopped 1 lemon, zest only 200g/7oz shelled and chopped hazelnuts 125g/4½oz dates, chopped 1 lemon, zest only 50g/1¾oz melted dark chocolate, cooled to tepid temperature 25g/1oz chocolate chips	 35g/1¼oz chopped almonds 1 orange, zest only ½ tsp vanilla essence  150g/5½oz good-quality dark chocolate 150ml/5fl oz double cream 100ml/3½fl oz espresso coffee 100g/3½oz small marshmallows 100ml/3½fl oz honey ",italian
"115g/4oz caster sugar 3 unwaxed lemons, zest and juice 350ml/12fl oz eau-de-vie (colourless fruit liqueur), 40-80% proof, or vodka 250g/9oz plain flour 250g/9oz caster sugar 1½ tsp baking powder 2 free-range eggs, lightly beaten 90g/3¼oz sultanas 90g/3¼oz raisins 90g/3¼oz dried sour cherries 115g/4oz dried apricots, roughly chopped 1 lemon, zest only ",italian
"300g/10½oz semolina, plus extra for dusting 1 tbsp squid ink 140ml/4½fl oz lukewarm water  salt 2 tbsp olive oil 1 small red onion, finely chopped 200g/7oz courgettes, grated  4 plum tomatoes, peeled and chopped 250g/9oz cooked prawns, cut into 1–2 cm/½–¾in pieces 500g/1lb 2oz live clams, scrubbed 1 garlic clove, crushed pinch dried chilli flakes 100ml/3½fl oz white wine 4 courgette flowers, shredded 2 tbsp finely chopped fresh parsley extra virgin olive oil, for drizzling  salt and freshly ground black pepper  ",italian
"320g/11½oz fresh egg tagliatelli pasta 6 over-ripe black figs 2-3 tbsp extra virgin olive oil 1 clove garlic, finely sliced pinch dried chilli 125ml/4½fl oz double cream sea salt and freshly ground black  ½ lemon, juice only ½ bunch purple basil ½ bunch green sweet basil 4 long red chillies grilled, peeled and de-seeded 200g/7oz parmesan cheese, shaved with a vegetable peeler extra basil leaves ",italian
"100ml/3½fl oz olive oil 2 tbsp red wine vinegar 4 medium hot red chillies, deseeded, roughly chopped ½ red pepper, deseeded roughly chopped 1 head garlic, cloves peeled, roughly chopped few sprigs fresh thyme few sprigs fresh rosemary 1 tsp dried oregano ½ tsp dried red chilli flakes 1 rack pork ribs, in one piece, around 1.5–2kg/3lb 5oz–4lb 8oz salt and freshly ground black pepper lemon wedges 200g/7oz quick-cook polenta ",italian
"200g/7oz dried cannellini beans, soaked in water overnight 5 tbsp extra virgin olive oil 800g/1lb 12oz pork spare ribs, chopped into 7.5cm/3in pieces 4 bay leaves 1 sprig rosemary, leaves only 6 fresh sage leaves salt and freshly ground black pepper 1 onion, finely chopped 1 garlic clove, finely chopped 500g/1lb 2oz passata handful fresh parsley, finely chopped, to garnish 1 red chilli, finely diced few slices of bread few garlic gloves, peeled olive oil ",italian
"18-20 fresh pasta sheets (approx 13cm x 10cm/5in x 4in) 1 onion, finely chopped 8 tbsp Italian olive oil 500g/17oz minced beef 700g/24oz ricotta cheese 150g/5oz mascarpone cheese pinch of grated nutmeg 1 onion, finely chopped 200g/7oz grated parmesan cheese 100g/3oz parmesan shavings salt and freshly ground black pepper 800g/12oz Italian tinned chopped tomatoes handful (approx. 15) fresh basil leaves 160ml/5½ fl oz double cream 4 tbsp extra virgin olive oil salt and freshly ground black pepper ",italian
"4 medium aubergines, chopped salt and freshly ground black pepper 3-4 tbsp extra virgin olive oil, plus extra for drizzling 1 onion, chopped 2 celery sticks, chopped 400g/14oz chopped tomatoes 100g/3½oz green olives, pitted and sliced 3 tbsp capers, drained and chopped 30ml/1fl oz red wine vinegar 1½ tbsp sugar, or to taste handful flatleaf parsley, chopped extra virgin olive oil, for drizzling ",italian
"sunflower oil, for deep frying 1 shallot, finely chopped ½ celery stick, diced, plus 2 chopped celery leaves to garnish 1 aubergine (preferably a round Sicilian variety), diced 5–6 Italian tomatoes, skins removed 1 tsp brown sugar  1 tbsp red wine vinegar 1 tbsp extra virgin olive oil 1 tbsp capers 1 garlic clove, crushed 6-7 green olives, depending on size  sprig of mint, leaves removed and chopped, to garnish 10g toasted almonds, finely chopped, to garnish salt 6-bone rack of lamb, French-trimmed, cut into chops (ask your butcher to do this for you) 25g/1oz Stracchino or other Italian soft cheese such as mozzarella  ½ tsp marjoram  50g/1¾oz plain flour 1 free-range egg  100g/3½oz fine breadcrumbs 50g/1¾oz unsalted butter 2 tbsp olive oil pane carasau (Italian flatbread), to serve (optional) ",italian
"250g/9oz strong white flour, plus extra for dusting 1 tsp fast action dried yeast 1 small garlic clove, crushed ½ tsp salt 1 tbsp olive oil 1 tbsp olive oil, plus extra for drizzling 2 onions, thinly sliced 1 tbsp light brown muscovado sugar 1 tbsp balsamic vinegar 200ml/7fl oz passata, seasoned with salt and pepper 8 slices Parma ham 200g/7oz soft goats’ cheese basil leaves, to garnish ",italian
"4 peaches 1 tbsp butter 2 tbsp caster sugar 1 tbsp pistachios 4 free-range egg yolks sweet marsala wine, half an egg shell's worth per egg, plus extra for de-glazing amaretti biscuits, crushed ",italian
"100g/3½oz wholemeal flour 100g/3½oz self-raising flour, plus extra for dusting 75g/2¾oz soft light brown sugar 75g/2¾oz dried cranberries 75g/2¾oz raw, unsalted cashew nuts, roughly chopped 1 tsp bicarbonate of soda 1 tsp baking powder 1 tsp ground cinnamon 1 tsp mixed spice pinch salt  2 free-range eggs 1 vanilla pod, seeds scraped out or 1 tsp vanilla extract ",italian
"300g/10½ oz 00 pasta flour, plus extra for dusting pinch salt 12 free-range egg yolks 60g/2¼oz white bread, crusts removed 4 tbsp full-fat milk 100g/3½oz walnuts ½ garlic clove, peeled and chopped 5 sage leaves, chopped 80g/3oz Parmesan, grated 150ml/5fl oz extra virgin olive oil 300ml/10fl oz water 300g/10½oz cavolo nero, roughly chopped 150g/5½oz ricotta 50g/1¾oz Parmesan, grated ¼ tsp freshly grated nutmeg,  1–2 garlic, peeled and chopped  2 tbsp pickled walnuts, to serve ",italian
"200g/7oz '00' pasta flour, plus extra for dusting 2 free-range eggs 2 tbsp olive oil 250g/9oz fresh cep mushrooms, trimmed, rinsed and finely sliced sea salt and freshly ground black pepper 1 banana shallot, peeled, finely chopped 2 garlic cloves, peeled, finely chopped 3 large fresh sage leaves ¼ lemon, juice only 1 free-range egg, beaten 10g/½oz pine nuts 10 hazelnuts 40g/1½oz unsalted butter 8 fresh sage leaves, finely chopped 50ml/2fl oz water ½ lemon, juice only ",italian
"100g/3½oz spaghetti 3 tbsp olive oil 100g/3½oz broccoli, cut into small florets 1 garlic clove, finely sliced ½ red chilli, finely sliced 1 tbsp flaked almonds salt and freshly ground black pepper ",italian
"360g/12oz ricotta 80g/3oz Parmesan (or a similar vegetarian hard cheese), plus extra to serve, finely grated 150g/5½oz plain flour, plus extra for dusting 3 free-range eggs, beaten 1½ tsp sea salt flakes 1 tbsp finely chopped fresh basil 1 tbsp flatleaf parsley leaves 1 tbsp finely chopped fresh thyme  1 tbsp finely grated lemon zest 60ml/2fl oz extra virgin olive oil 3 garlic cloves, thinly sliced 600g/1lb 5oz mixed cherry tomatoes, halved freshly ground black pepper 2 tbsp baby basil, to serve ",italian
"500g/1lb 2oz red Desiree potatoes 500g/1lb 2oz unpeeled pumpkin or squash, to end up with 250g/9oz purée  150-250g/5½-9oz plain flour salt and pepper 50g/1¾oz parmesan (or alternative vegetarian hard cheese), plus extra to serve 1 free-range egg 50g/1¾oz butter few sage leaves, finely shredded 200g/7oz fresh spinach ",italian
"25g/1oz butter 75g/2½oz caster sugar 1 tbsp plain flour 75ml/2½fl oz double cream 50g/1¾oz flaked almonds, lightly toasted 50g/1¾oz cut mixed peel 2 tbsp stem ginger, finely chopped 1 orange, zest only 25g/1oz glace cherries, chopped 100g/3½oz dark chocolate ",italian
"250g/9oz small ripe tomatoes on the vine 250g/9oz mozzarella pearls about 8 basil leaves, finely chopped 2 tbsp olive oil 1 tbsp balsamic vinegar salt and pepper ",italian
"400g/14¼oz can cherry tomatoes ½ medium onion, finely chopped 100g/3½oz sliced button mushrooms 5 tbsp Italian olive oil pinch of crushed dry chilli basil leaves salt and freshly ground black pepper to taste ",italian
"1 chicken breast 2 tbsp olive oil 5 tbsp of marsala wine knob of butter  pinch of flour, salt and pepper to taste potatoes, boiled and tossed in salt, pepper and extra virgin olive oil ",italian
"4 medium chicken breasts, skinless and boneless 100g/3½ plain flour 1 handful of fine breadcrumbs, toasted 2 eggs, beaten with salt and freshly ground black pepper 4 tbsp Italian extra virgin olive oil 4 fresh large plum tomatoes, chopped 1 handful of pitted black olives, sliced 3 tbsp flatleaf parsley, chopped 10 tbsp Italian olive oil, for frying 1 clove garlic, sliced 2 pinches dried, crushed chilli 500g/1lb 1½oz spinach leaves, washed salt and freshly ground black pepper, to taste ",italian
"olive oil, for frying 2 onions, sliced 400g/14oz arborio risotto rice splash white wine 1 litre/1¾ pint hot vegetable stock salt and freshly ground black pepper 200g/7oz fresh peas, blanched 200g/7oz asparagus, blanched  400g/14oz baby spinach 1 tbsp chopped fresh basil 75ml/2½fl oz double cream oil, for frying salt and freshly ground black pepper 4 chicken breasts, skin on chicken or vegetable stock, to cover parmesan shavings, to serve ",italian
"4 chicken breasts, skins left on salt and freshly ground black pepper 3 tbsp extra virgin olive oil 3 lemons, juice of 3 and zest of 1 175ml/6fl oz white wine 2 tbsp white wine vinegar 1 small red chilli, finely chopped 2 fresh bay leaves, torn 120ml/4fl oz extra virgin olive oil 4 large shallots, cut into quarters 2 carrots, cut into matchsticks 150g/5oz fresh peas  pinch saffron strands, soaked in 5 tbsp warm water 1 lemon, zest only, to garnish ",italian
"8 tbsp olive oil 1 onion, sliced 2 celery stalks, roughly chopped 2 medium carrots, roughly chopped 6 chicken breasts, or chicken thighs, bones removed 175ml/6fl oz white wine 3 tbsp tomato purée 500ml/17 fl oz chicken stock 2 bay leaves 2-3 sage leaves 1 rosemary sprig 250g/9oz easy-cook polenta knob of butter 25g/1oz parmesan ",italian
"4 chicken legs (alternatively use thighs or drumsticks) 15g/½oz plain flour 2 tbsp olive oil 70g/2½oz pancetta, diced 1 onion, finely chopped 1 carrot, finely chopped 1 celery stick, finely chopped 2 garlic cloves, finely chopped 2 fresh rosemary sprigs  200g/7oz mixed wild mushrooms, sliced 200ml/7fl oz red wine, preferably chianti 2 tbsp tomato purée 400–500ml/16–18fl oz fresh chicken stock 2 dried chillies 1 tbsp baby capers 100g/3½oz black olives, pitted salt and freshly ground black pepper handful fresh flat-leaf parsley, chopped, to serve 4 tbsp olive oil 2 garlic cloves, crushed 1 fresh rosemary sprig  1 unwaxed lemon, finely grated zest only 2 x 400g tins butter, cannellini or haricot beans, drained and rinsed extra-virgin olive oil, for drizzling 300g/10½oz green beans 30g/1oz butter 1 garlic clove, thinly sliced pinch chilli flakes ",italian
